s06, y, m, , , , 

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AY	1	I	787.0	1718.0	85.931	85.891	85.971	0.08	41	0	0	0	0	0		m	445.0	2292.0	722.0	1650.0	782.0	1698.0	794.0	1712.0	775.0	1671.0	4	
IH	1	LIVED	638.0	1193.0	86.084	86.061	86.131	0.07	1	3	2	2	7	3			629.0	1144.0	634.0	1177.0	637.0	1204.0	621.0	1146.0	610.0	1115.0	5	
EH	1	THERE	628.0	1904.0	86.314	86.291	86.361	0.07	2	6	4	2	3	0			622.0	1910.0	627.0	1896.0	629.0	1905.0	633.0	1871.0	635.0	1869.0	4	
AO	1	ALL	757.0	992.0	86.464	86.431	86.531	0.1	53	5	4	2	0	0			730.0	1186.0	756.0	1032.0	749.0	968.0	762.0	914.0	752.0	871.0	5	
AY	1	MY	754.0	1378.0	86.681	86.641	86.721	0.08	41	0	0	0	2	0		m	414.0	963.0	628.0	1014.0	711.0	1238.0	758.0	1455.0	754.0	1477.0	6	
AY	1	LIFE	813.0	1365.0	86.885	86.831	87.081	0.25	47	3	2	1	7	0			792.0	1153.0	805.0	1397.0	728.0	1656.0	603.0	2002.0	576.0	2192.0	6	
AY	1	I	839.0	1519.0	87.441	87.411	87.471	0.06	41	0	0	0	0	0		m	652.0	1487.0	474.0	1452.0	738.0	1503.0	820.0	1520.0	800.0	1516.0	6	
AH	1	WAS	565.0	1455.0	87.538	87.521	87.571	0.05	6	3	4	2	9	0			553.0	1440.0	553.0	1440.0	578.0	1451.0	578.0	1460.0	578.0	1460.0	5	
AO	1	BORN	560.0	743.0	87.778	87.761	87.811	0.05	64	6	4	2	1	3			616.0	757.0	616.0	757.0	585.0	745.0	611.0	770.0	611.0	770.0	6	
IY	1	HERE	454.0	2452.0	88.014	87.981	88.081	0.1	14	6	4	2	0	0			2028.0	3039.0	364.0	2437.0	492.0	2431.0	526.0	2289.0	530.0	2225.0	4	
AH	1	COLUMBUS	497.0	950.0	88.401	88.381	88.441	0.06	6	4	1	2	7	4			492.0	948.0	493.0	945.0	484.0	935.0	467.0	855.0	466.0	849.0	6	
AH	0	COLUMBUS	525.0	1497.0	88.604	88.581	88.651	0.07	*	3	4	1	1	0			502.0	1445.0	512.0	1473.0	504.0	1521.0	444.0	1516.0	441.0	1527.0	5	
OW	1	SO	616.0	1457.0	88.878	88.871	89.131	0.26	63	0	0	0	3	0			487.0	1398.0	499.0	1204.0	532.0	986.0	433.0	834.0	802.0	821.0	6	
AY	1	I	979.0	1382.0	89.171	89.161	89.271	0.11	41	0	0	0	0	0		s	1352.0	1873.0	807.0	1393.0	609.0	1289.0	797.0	1647.0	555.0	1651.0	6	
IH	1	REALLY	528.0	1514.0	89.338	89.321	89.371	0.05	1	5	4	2	7	1			526.0	1498.0	526.0	1498.0	534.0	1493.0	533.0	1370.0	533.0	1370.0	6	
AE	1	HAVEN'T	771.0	2033.0	89.518	89.481	89.591	0.11	3	3	2	2	0	1			558.0	2136.0	705.0	2074.0	874.0	1932.0	796.0	1806.0	807.0	1677.0	6	
OW	1	KNOWN	467.0	1507.0	89.834	89.821	89.971	0.15	62	4	4	2	4	0			456.0	1597.0	469.0	1449.0	486.0	1171.0	485.0	1086.0	453.0	1144.0	5	
IY	0	ANYTHING	678.0	2375.0	90.164	90.141	90.211	0.07	11	3	3	1	4	1			595.0	2195.0	648.0	2293.0	697.0	2435.0	687.0	2477.0	671.0	2477.0	6	
IH	2	ANYTHING	518.0	2001.0	90.348	90.321	90.401	0.08	1	4	6	2	3	0			573.0	2045.0	477.0	1965.0	475.0	2104.0	462.0	2325.0	456.0	2411.0	5	
EH	1	ELSE	686.0	1767.0	90.501	90.461	90.581	0.12	2	5	4	2	0	3			685.0	2282.0	710.0	2068.0	661.0	1449.0	605.0	816.0	667.0	1027.0	6	
AH	1	UM	733.0	1614.0	92.522	92.412	92.742	0.33	6	4	1	2	0	0			594.0	1659.0	739.0	1611.0	705.0	1598.0	714.0	1623.0	631.0	1354.0	5	
AE	1	HAVE	747.0	1861.0	93.34	93.317	93.387	0.07	3	3	2	2	0	0			642.0	1875.0	688.0	1872.0	838.0	1834.0	857.0	1791.0	842.0	1751.0	5	
AH	0	A	627.0	1433.0	93.464	93.447	93.497	0.05	*	0	0	0	0	0			612.0	1391.0	612.0	1391.0	647.0	1499.0	654.0	1571.0	654.0	1571.0	5	
AO	1	DOG	983.0	1278.0	93.664	93.607	93.777	0.17	53	1	6	2	3	0			858.0	1380.0	979.0	1292.0	964.0	1125.0	861.0	1105.0	663.0	1123.0	6	
EY	1	NAMED	693.0	2290.0	93.957	93.907	94.007	0.1	21	4	1	2	4	3			649.0	2014.0	689.0	2144.0	693.0	2290.0	686.0	2382.0	642.0	1701.0	6	
AE	1	SAMMY	645.0	2161.0	94.25	94.197	94.357	0.16	3	4	1	2	3	1			636.0	2223.0	645.0	2160.0	641.0	2180.0	634.0	2128.0	605.0	1971.0	4	
IY	0	SAMMY	545.0	2570.0	94.47	94.437	94.537	0.1	12	0	0	0	2	0			558.0	2382.0	549.0	2560.0	536.0	2587.0	512.0	2639.0	476.0	2740.0	4	
AY	1	I	748.0	1904.0	95.93	95.917	95.977	0.06	41	0	0	0	0	0		m	660.0	1538.0	605.0	1584.0	723.0	1924.0	615.0	1921.0	687.0	1864.0	6	
ER	1	WORK	638.0	1177.0	96.124	96.087	96.197	0.11	94	1	6	1	9	0			613.0	932.0	633.0	1112.0	637.0	1332.0	604.0	1483.0	524.0	1669.0	6	
AH	0	A	540.0	1481.0	96.957	96.937	96.997	0.06	*	0	0	0	0	0			537.0	1527.0	539.0	1519.0	552.0	1412.0	548.0	1401.0	546.0	1398.0	6	
AY	1	NIGHT	801.0	1669.0	97.119	97.077	97.207	0.13	47	1	4	1	4	0		s	581.0	1773.0	788.0	1607.0	795.0	1757.0	746.0	1945.0	663.0	2057.0	4	
AH	0	ASSISTANT	577.0	2125.0	97.284	97.267	97.317	0.05	*	3	4	1	0	2			566.0	2185.0	566.0	2185.0	584.0	2008.0	570.0	2063.0	570.0	2063.0	4	
IH	1	ASSISTANT	565.0	1802.0	97.487	97.457	97.547	0.09	1	3	4	1	3	4			455.0	1765.0	541.0	1785.0	583.0	1861.0	579.0	1821.0	563.0	1748.0	6	
AH	0	ASSISTANT	586.0	1677.0	97.784	97.757	97.837	0.08	*	4	4	2	3	3			506.0	1641.0	568.0	1636.0	590.0	1642.0	571.0	1424.0	555.0	1282.0	5	
AE	1	AND	670.0	2174.0	99.393	99.313	99.553	0.24	3	4	4	2	0	3			490.0	2127.0	653.0	2172.0	625.0	2144.0	617.0	1296.0	625.0	1321.0	6	
AE	1	HAVE	774.0	1796.0	100.23	100.113	100.463	0.35	3	3	2	2	0	0			590.0	1747.0	762.0	1786.0	667.0	1957.0	727.0	1991.0	631.0	1906.0	5	
ER	1	GIRLFRIEND	603.0	1485.0	100.703	100.663	100.783	0.12	94	5	4	2	6	4			436.0	1738.0	590.0	1526.0	624.0	1321.0	642.0	1197.0	647.0	1060.0	6	
AY	1	RIGHT	743.0	1718.0	101.158	101.113	101.203	0.09	47	1	4	1	7	0		s	624.0	1666.0	696.0	1676.0	711.0	1740.0	689.0	1859.0	623.0	1972.0	6	
AW	1	NOW	692.0	1727.0	101.281	101.273	101.413	0.14	42	0	0	0	4	0			697.0	1730.0	602.0	1789.0	572.0	1694.0	593.0	1515.0	598.0	1294.0	5	
AE	1	YEAH	876.0	1860.0	103.625	103.565	103.745	0.18	3	0	0	0	9	0			644.0	2100.0	858.0	1886.0	986.0	1642.0	1016.0	1493.0	1001.0	1413.0	5	
AE	1	YEAH	684.0	1796.0	107.869	107.766	108.076	0.31	3	0	0	0	9	0			610.0	2121.0	681.0	1785.0	855.0	1735.0	789.0	1594.0	695.0	1456.0	5	
AY	1	MY	1329.0	1731.0	108.14	108.126	108.226	0.1	41	0	0	0	2	0		m	323.0	979.0	1284.0	1717.0	1214.0	1652.0	1169.0	1597.0	1097.0	1668.0	6	
AO	1	DOG'S	794.0	1340.0	108.363	108.326	108.436	0.11	53	1	6	2	3	3			753.0	1463.0	789.0	1367.0	786.0	1257.0	718.0	1365.0	585.0	1400.0	5	
AE	1	AT	778.0	1598.0	108.593	108.566	108.646	0.08	3	1	4	1	0	0			868.0	1639.0	824.0	1612.0	726.0	1591.0	780.0	1574.0	772.0	1432.0	6	
OW	1	HOME	665.0	1094.0	108.788	108.756	108.956	0.2	62	4	1	2	0	0			630.0	1139.0	702.0	1000.0	665.0	903.0	650.0	834.0	611.0	606.0	5	
AE	1	YEAH	614.0	2165.0	118.648	118.618	118.707	0.089	3	0	0	0	9	0			540.0	2275.0	587.0	2206.0	659.0	2079.0	661.0	2032.0	663.0	1995.0	4	
AY	1	I	666.0	1971.0	118.715	118.707	118.778	0.071	41	0	0	0	0	0		m	662.0	1978.0	664.0	1969.0	639.0	1955.0	622.0	1950.0	594.0	1933.0	5	
AE	1	HAVE	554.0	1873.0	118.814	118.787	118.868	0.081	3	3	2	2	0	0			578.0	1969.0	561.0	1914.0	564.0	1798.0	592.0	1694.0	571.0	1676.0	5	
UW	1	TWO	445.0	1575.0	119.095	119.088	119.168	0.08	73	0	0	0	3	0			445.0	1575.0	496.0	1444.0	498.0	1252.0	516.0	867.0	532.0	795.0	6	
OW	1	OLDER	552.0	690.0	119.18	119.168	119.218	0.05	62	5	4	2	0	4			552.0	690.0	552.0	690.0	562.0	723.0	568.0	704.0	568.0	704.0	5	
ER	0	OLDER	593.0	1613.0	119.348	119.328	119.388	0.06	94	0	0	0	3	0			593.0	1614.0	592.0	1591.0	585.0	1594.0	546.0	1575.0	542.0	1581.0	4	
AH	1	BROTHERS	724.0	1318.0	119.547	119.517	119.608	0.091	6	3	3	2	8	1			667.0	1299.0	710.0	1317.0	729.0	1270.0	684.0	1257.0	624.0	1267.0	5	
ER	0	BROTHERS	606.0	1717.0	119.714	119.657	119.828	0.171	94	3	4	2	3	0			629.0	1537.0	613.0	1709.0	594.0	1785.0	531.0	1782.0	344.0	1781.0	6	
AH	1	ONE'S	616.0	805.0	120.337	120.297	120.418	0.121	6	4	4	2	9	3			574.0	593.0	621.0	770.0	567.0	970.0	557.0	1209.0	531.0	1315.0	5	
EH	1	TEN	639.0	1944.0	120.914	120.897	120.948	0.051	2	4	4	2	3	0			646.0	1915.0	646.0	1915.0	666.0	1958.0	637.0	1864.0	637.0	1864.0	6	
OW	1	OLDER	578.0	1303.0	121.244	121.228	121.328	0.1	62	5	4	2	0	4			592.0	1372.0	599.0	1137.0	593.0	838.0	591.0	807.0	579.0	745.0	6	
ER	0	OLDER	557.0	1682.0	121.451	121.418	121.517	0.099	94	0	0	0	3	0			561.0	1563.0	559.0	1656.0	540.0	1719.0	469.0	1846.0	363.0	2063.0	4	
IY	0	THE	441.0	2251.0	121.591	121.567	121.638	0.071	12	0	0	0	3	0			1141.0	2714.0	633.0	2363.0	472.0	2279.0	522.0	2364.0	535.0	2352.0	4	
ER	0	OTHER	468.0	1576.0	121.757	121.737	121.797	0.06	94	0	0	0	3	0			515.0	1565.0	508.0	1569.0	430.0	1555.0	450.0	1236.0	462.0	1196.0	5	
AH	1	ONE'S	624.0	740.0	121.855	121.838	121.888	0.05	6	4	4	2	9	3			609.0	668.0	609.0	668.0	631.0	892.0	620.0	1093.0	620.0	1093.0	6	
OW	1	OLDER	566.0	976.0	122.675	122.668	122.718	0.05	62	5	4	2	0	4			566.0	976.0	566.0	976.0	595.0	754.0	542.0	757.0	542.0	757.0	6	
ER	0	OLDER	692.0	1646.0	122.881	122.858	122.927	0.069	94	0	0	0	3	0			701.0	1648.0	700.0	1642.0	672.0	1668.0	623.0	1704.0	608.0	1711.0	4	
AE	1	YEAH	825.0	1950.0	125.485	125.398	125.658	0.26	3	0	0	0	9	0			630.0	2000.0	815.0	1961.0	869.0	1743.0	809.0	1626.0	766.0	1488.0	5	
AH	1	UM	789.0	1648.0	130.408	130.341	130.541	0.2	6	4	1	2	0	0			623.0	1640.0	795.0	1646.0	800.0	1553.0	831.0	1525.0	839.0	1424.0	6	
IH	0	IT	573.0	3093.0	130.818	130.761	130.931	0.17	1	1	4	1	0	0			1039.0	nan	581.0	3137.0	2041.0	4069.0	668.0	3279.0	684.0	3061.0	3	
IH	1	DIDN'T	542.0	1988.0	131.024	131.001	131.071	0.07	1	1	4	2	3	1			513.0	1993.0	529.0	1982.0	549.0	2001.0	556.0	1951.0	577.0	1922.0	5	
IY	1	SEEM	625.0	2380.0	131.328	131.301	131.381	0.08	11	4	1	2	3	0			560.0	2271.0	601.0	2339.0	649.0	2448.0	637.0	1384.0	626.0	880.0	6	
AE	1	THAT	828.0	1732.0	131.558	131.521	131.631	0.11	3	1	4	1	3	0			736.0	1682.0	808.0	1727.0	868.0	1715.0	880.0	1624.0	870.0	1572.0	5	
AH	1	MUCH	776.0	1200.0	131.764	131.741	131.811	0.07	6	2	5	1	2	0			730.0	1082.0	762.0	1135.0	787.0	1347.0	670.0	1199.0	643.0	1249.0	6	
EY	1	STRANGER	707.0	1980.0	132.833	132.818	132.928	0.11	21	4	4	2	8	4			704.0	1949.0	691.0	2084.0	658.0	2258.0	643.0	2385.0	625.0	2368.0	4	
ER	0	STRANGER	518.0	1779.0	133.071	133.038	133.138	0.1	94	0	0	0	5	0			484.0	1861.0	510.0	1789.0	537.0	1759.0	534.0	1697.0	504.0	1656.0	5	
AH	0	THAN	652.0	1658.0	133.245	133.218	133.298	0.08	*	4	4	2	3	0			591.0	1717.0	633.0	1654.0	658.0	1667.0	633.0	1647.0	615.0	1629.0	4	
EH	1	ANYONE	498.0	1854.0	133.591	133.558	133.658	0.1	2	4	4	2	0	2			423.0	1805.0	471.0	1844.0	499.0	1917.0	565.0	1944.0	594.0	1946.0	5	
IY	0	ANYONE	636.0	2206.0	133.721	133.698	133.768	0.07	11	0	1	2	4	1			631.0	2045.0	634.0	2121.0	636.0	2281.0	628.0	2150.0	626.0	2049.0	6	
AH	2	ANYONE	624.0	881.0	133.855	133.838	133.888	0.05	6	4	4	2	9	0			619.0	845.0	619.0	845.0	629.0	937.0	640.0	1023.0	640.0	1023.0	6	
EH	1	ELSE	663.0	1644.0	133.978	133.958	134.018	0.06	2	5	4	2	0	3			657.0	1654.0	657.0	1648.0	671.0	1624.0	691.0	1581.0	692.0	1577.0	4	
IY	1	MEAN	587.0	2312.0	135.318	135.278	135.398	0.12	11	4	4	2	2	0			563.0	1499.0	582.0	2249.0	561.0	1927.0	603.0	2393.0	577.0	2043.0	5	
AY	1	MY	712.0	1629.0	135.865	135.828	136.188	0.36	41	0	0	0	2	0			712.0	1629.0	686.0	1919.0	630.0	2030.0	588.0	2300.0	456.0	2337.0	5	
IH	1	MIDDLE	660.0	1614.0	136.763	136.746	136.797	0.051	1	1	4	2	2	1			638.0	1571.0	638.0	1571.0	669.0	1652.0	667.0	1664.0	667.0	1664.0	5	
AH	1	BROTHER	792.0	1371.0	137.093	137.066	137.147	0.081	6	3	3	2	8	1			724.0	1345.0	770.0	1373.0	802.0	1333.0	762.0	1337.0	726.0	1330.0	5	
ER	0	BROTHER	637.0	1535.0	137.226	137.196	137.286	0.09	94	0	0	0	3	0			639.0	1462.0	643.0	1509.0	622.0	1560.0	588.0	1321.0	561.0	1107.0	5	
AO	1	ALWAYS	727.0	1312.0	137.487	137.457	137.547	0.09	53	5	4	2	0	1			636.0	1582.0	698.0	1338.0	777.0	1227.0	749.0	1049.0	731.0	967.0	5	
ER	0	AROUND	567.0	1620.0	137.833	137.786	137.927	0.141	94	0	0	0	0	1			536.0	2008.0	568.0	1631.0	553.0	1518.0	557.0	1326.0	595.0	1400.0	5	
AW	1	AROUND	807.0	1725.0	137.945	137.927	138.246	0.319	42	4	4	2	7	3			824.0	1813.0	790.0	1726.0	734.0	1503.0	702.0	1172.0	666.0	926.0	4	
IY	1	HE	495.0	2492.0	139.153	139.133	139.194	0.061	12	0	0	0	0	0			476.0	2525.0	484.0	2520.0	503.0	2468.0	507.0	2404.0	507.0	2376.0	4	
AH	1	WASN'T	635.0	1287.0	139.304	139.284	139.344	0.06	6	3	4	2	9	1			630.0	1210.0	631.0	1218.0	629.0	1321.0	601.0	1032.0	597.0	1031.0	6	
IY	0	VERY	492.0	2076.0	139.697	139.673	139.744	0.071	12	0	0	0	7	0			503.0	1770.0	501.0	1879.0	469.0	2161.0	425.0	2166.0	430.0	2178.0	6	
OW	1	SOCIAL	643.0	1342.0	139.876	139.863	139.974	0.111	62	3	5	1	3	1			650.0	1352.0	547.0	1154.0	518.0	967.0	422.0	872.0	361.0	947.0	6	
AY	1	HIGH	829.0	1739.0	140.347	140.344	140.453	0.109	41	0	0	0	0	0		s	615.0	1613.0	803.0	1778.0	763.0	1967.0	724.0	1995.0	491.0	2119.0	6	
UW	1	SCHOOL	450.0	626.0	140.714	140.684	140.774	0.09	72	5	4	2	6	0			412.0	874.0	425.0	650.0	445.0	618.0	434.0	670.0	415.0	691.0	5	
OW	1	SO	623.0	1396.0	140.971	140.964	141.113	0.149	63	0	0	0	3	0			696.0	1486.0	588.0	1209.0	704.0	1212.0	794.0	1341.0	582.0	1019.0	6	
AE	1	YEAH	617.0	1866.0	143.978	143.921	144.091	0.17	3	0	0	0	9	0			530.0	1971.0	631.0	1911.0	565.0	1730.0	440.0	1595.0	445.0	1522.0	5	
AH	1	UM	748.0	1689.0	146.881	146.798	147.048	0.25	6	4	1	2	0	0			871.0	1810.0	752.0	1691.0	753.0	1553.0	745.0	1443.0	723.0	1232.0	6	
AY	1	I'M	601.0	1650.0	147.506	147.478	147.548	0.07	41	4	1	2	0	0		m	1343.0	2456.0	1068.0	1970.0	689.0	1669.0	644.0	1638.0	702.0	1630.0	5	
AH	0	A	668.0	1257.0	147.645	147.628	147.678	0.05	*	0	0	0	0	0			652.0	1223.0	652.0	1223.0	676.0	1272.0	625.0	1157.0	625.0	1157.0	5	
IY	1	PRE	504.0	2331.0	147.885	147.848	147.958	0.11	12	0	0	0	8	0			526.0	2101.0	507.0	2291.0	512.0	2432.0	550.0	2434.0	603.0	2320.0	4	
AA	1	ART	731.0	1669.0	147.991	147.958	148.058	0.1	44	6	4	2	0	3			692.0	1836.0	726.0	1713.0	734.0	1553.0	720.0	1457.0	697.0	1425.0	5	
EY	1	MAJOR	725.0	1738.0	148.201	148.188	148.298	0.11	21	2	5	2	2	1			725.0	1716.0	690.0	2036.0	627.0	2175.0	579.0	1868.0	554.0	1919.0	6	
ER	0	MAJOR	529.0	1734.0	148.425	148.398	148.478	0.08	94	0	0	0	5	0			527.0	1953.0	529.0	1772.0	527.0	1683.0	526.0	1598.0	528.0	1557.0	5	
AY	1	RIGHT	764.0	1898.0	148.565	148.518	148.638	0.12	47	1	4	1	7	0		s	594.0	1712.0	695.0	1835.0	762.0	1922.0	740.0	2114.0	710.0	2216.0	4	
AW	1	NOW	745.0	1833.0	148.815	148.748	149.048	0.3	42	0	0	0	4	0			732.0	1855.0	786.0	1745.0	763.0	1429.0	710.0	1156.0	656.0	1011.0	5	
OW	1	HOPING	701.0	1504.0	149.155	149.148	149.238	0.09	62	1	1	1	0	1			701.0	1504.0	500.0	1035.0	623.0	1023.0	584.0	965.0	530.0	907.0	5	
IH	0	HOPING	540.0	1881.0	149.341	149.318	149.388	0.07	1	4	6	2	1	0			527.0	1682.0	533.0	1773.0	591.0	2075.0	650.0	2258.0	653.0	2306.0	6	
AH	0	TO	521.0	2051.0	149.635	149.618	149.668	0.05	*	0	0	0	3	0			525.0	2049.0	525.0	2049.0	499.0	2099.0	434.0	2242.0	434.0	2242.0	5	
ER	0	COMPUTER	578.0	1877.0	150.451	150.418	150.518	0.1	94	0	0	0	3	0			507.0	1861.0	574.0	1867.0	583.0	1898.0	600.0	1893.0	611.0	1916.0	6	
AE	2	ANIMATION	628.0	2057.0	150.535	150.518	150.568	0.05	3	4	4	2	0	2			627.0	2043.0	627.0	2043.0	628.0	2071.0	623.0	2060.0	623.0	2060.0	4	
EY	1	ANIMATION	586.0	2011.0	150.769	150.728	150.828	0.1	21	3	5	1	2	1			537.0	1185.0	560.0	1593.0	584.0	2070.0	574.0	2158.0	551.0	2162.0	6	
EH	1	FRESHMAN	703.0	1642.0	153.581	153.558	153.628	0.07	2	3	5	1	8	4			692.0	1618.0	695.0	1632.0	692.0	1688.0	624.0	1681.0	602.0	1685.0	5	
AY	1	I	687.0	1723.0	159.026	158.991	159.061	0.07	41	0	0	0	0	0		m	709.0	1643.0	443.0	1318.0	531.0	1608.0	767.0	1763.0	806.0	1717.0	6	
EH	1	WENT	714.0	1066.0	159.158	159.141	159.191	0.05	2	4	4	2	9	3			712.0	1027.0	712.0	1027.0	718.0	1139.0	718.0	1271.0	718.0	1271.0	6	
AH	0	TO	721.0	1739.0	159.401	159.351	159.501	0.15	*	0	0	0	3	0			758.0	1955.0	718.0	1739.0	738.0	1735.0	762.0	1674.0	746.0	1553.0	4	
IH	0	IT'S	572.0	1779.0	160.608	160.581	160.661	0.08	1	1	4	1	0	3			564.0	1817.0	573.0	1805.0	571.0	1740.0	536.0	1726.0	480.0	1727.0	6	
UW	1	NEW	543.0	1905.0	161.118	161.111	161.191	0.08	73	0	0	0	4	0			543.0	1905.0	568.0	1918.0	580.0	1875.0	562.0	1674.0	543.0	1584.0	6	
AY	1	HIGH	774.0	1521.0	161.251	161.261	161.371	0.11	41	0	0	0	0	0			777.0	1478.0	547.0	1432.0	605.0	1644.0	598.0	1810.0	576.0	1942.0	5	
UW	1	SCHOOL	496.0	970.0	161.598	161.581	161.631	0.05	72	5	4	2	6	0			492.0	1004.0	492.0	1004.0	501.0	906.0	498.0	880.0	498.0	880.0	6	
EH	1	THERE	494.0	1427.0	161.748	161.731	161.781	0.05	2	6	4	2	3	0			494.0	1415.0	494.0	1415.0	486.0	1478.0	498.0	1618.0	498.0	1618.0	5	
AE	1	YEAH	760.0	1953.0	169.117	169.03	169.29	0.26	3	0	0	0	9	0			704.0	2157.0	755.0	1965.0	852.0	1816.0	846.0	1713.0	845.0	1662.0	4	
AY	1	HIGH	739.0	1827.0	169.453	169.42	169.53	0.11	41	0	0	0	0	0		s	1404.0	1789.0	482.0	1631.0	731.0	1871.0	626.0	1922.0	563.0	1303.0	6	
AA	1	LOT	865.0	1200.0	170.083	170.05	170.15	0.1	5	1	4	1	7	0			810.0	1057.0	856.0	1170.0	890.0	1259.0	907.0	1311.0	883.0	1348.0	5	
IY	1	PEOPLE	439.0	2533.0	170.423	170.39	170.49	0.1	11	1	1	1	1	1			425.0	2520.0	442.0	2516.0	428.0	2522.0	424.0	2436.0	426.0	2278.0	4	
ER	0	ARE	591.0	1504.0	170.76	170.73	170.82	0.09	94	0	0	0	0	0			602.0	1301.0	597.0	1447.0	582.0	1565.0	577.0	1514.0	561.0	1532.0	6	
IH	1	REALLY	578.0	1646.0	170.93	170.91	170.97	0.06	1	5	4	2	7	1			566.0	1592.0	568.0	1600.0	588.0	1662.0	593.0	1558.0	594.0	1542.0	6	
IY	0	REALLY	527.0	2241.0	171.1	171.07	171.16	0.09	12	0	0	0	7	0			533.0	1922.0	514.0	2142.0	588.0	2483.0	498.0	1841.0	453.0	1642.0	6	
EH	1	NARROW	593.0	2024.0	171.297	171.27	171.35	0.08	2	6	4	2	4	1			603.0	2006.0	601.0	2028.0	594.0	1961.0	662.0	1864.0	670.0	1857.0	6	
OW	0	NARROW	623.0	1340.0	171.456	171.44	171.51	0.07	63	0	0	0	7	0			623.0	1340.0	625.0	1277.0	591.0	1026.0	559.0	840.0	539.0	781.0	6	
AY	1	MINDED	707.0	1315.0	171.615	171.6	171.75	0.15	41	4	4	2	2	4			447.0	778.0	682.0	976.0	660.0	1336.0	672.0	1251.0	564.0	1554.0	6	
IH	0	MINDED	502.0	2052.0	171.873	171.85	171.92	0.07	1	1	4	2	3	0			471.0	2056.0	483.0	2048.0	522.0	2070.0	530.0	2072.0	525.0	2045.0	5	
AH	0	AND	473.0	1769.0	171.997	171.98	172.03	0.05	*	4	4	2	0	3			454.0	1818.0	454.0	1818.0	500.0	1737.0	510.0	1686.0	510.0	1686.0	5	
ER	1	WORK	633.0	1255.0	173.121	173.081	173.201	0.12	94	1	6	1	9	0			655.0	960.0	646.0	1204.0	588.0	1383.0	543.0	1478.0	482.0	1710.0	6	
AA	1	ON	832.0	1610.0	173.331	173.291	173.411	0.12	5	4	4	2	0	0			687.0	1366.0	824.0	1582.0	800.0	1193.0	704.0	1057.0	647.0	1055.0	6	
IH	1	REALLY	530.0	1738.0	173.811	173.791	173.851	0.06	1	5	4	2	7	1			503.0	1743.0	506.0	1743.0	563.0	1723.0	587.0	1587.0	590.0	1571.0	6	
IY	0	REALLY	535.0	2110.0	173.951	173.931	173.991	0.06	12	0	0	0	7	0			567.0	1910.0	563.0	1935.0	489.0	2290.0	412.0	2294.0	404.0	2314.0	6	
AY	1	TRYING	852.0	1537.0	174.167	174.151	174.221	0.07	41	0	0	0	8	1		s	684.0	1537.0	782.0	1504.0	846.0	1566.0	794.0	1638.0	773.0	1698.0	6	
IH	0	TRYING	582.0	1965.0	174.238	174.221	174.271	0.05	1	4	6	2	0	0			591.0	1920.0	591.0	1920.0	565.0	2059.0	555.0	1953.0	555.0	1953.0	5	
