s08, y, f, , , , 

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AW	1	HOUR	918.0	1767.0	49.909	49.874	50.014	0.14	42	6	4	2	0	0			850.0	1738.0	930.0	1749.0	960.0	1541.0	991.0	1449.0	1010.0	1281.0	5	
AE	1	HALF	1010.0	1570.0	50.274	50.234	50.354	0.12	3	3	2	1	0	0			1008.0	1732.0	1014.0	1598.0	966.0	1535.0	918.0	1400.0	937.0	1500.0	5	
ER	0	FROM	669.0	1670.0	50.501	50.484	50.534	0.05	94	4	1	2	1	0			647.0	1696.0	647.0	1696.0	778.0	1692.0	904.0	1792.0	904.0	1792.0	4	
IY	1	HERE	531.0	2590.0	50.694	50.674	50.734	0.06	14	6	4	2	0	0			1084.0	2874.0	1092.0	2869.0	445.0	2499.0	538.0	2355.0	540.0	2340.0	4	
AO	1	NORTH	432.0	802.0	51.117	51.084	51.184	0.1	64	6	4	2	4	3			380.0	1038.0	427.0	822.0	409.0	722.0	398.0	706.0	474.0	744.0	6	
AY	1	I	1006.0	975.0	52.101	52.099	52.428	0.329	41	0	0	0	0	0		m	999.0	1205.0	955.0	900.0	911.0	1085.0	889.0	1225.0	848.0	1598.0	5	
EY	1	CAME	578.0	1603.0	52.572	52.538	52.648	0.11	21	4	1	2	6	0			396.0	2455.0	573.0	1869.0	549.0	812.0	541.0	2457.0	512.0	2109.0	5	
IY	1	HERE	461.0	2695.0	52.832	52.779	52.938	0.159	14	6	4	2	0	0			363.0	2764.0	450.0	2722.0	501.0	2577.0	548.0	2259.0	614.0	1971.0	3	
IH	1	IN	619.0	2006.0	53.249	53.099	53.548	0.449	1	4	4	2	0	0			571.0	2080.0	618.0	2006.0	636.0	1888.0	698.0	1852.0	727.0	1925.0	5	
AY	1	NINETEEN	796.0	1564.0	54.101	54.078	54.148	0.07	41	4	4	2	4	4			400.0	1495.0	614.0	1360.0	796.0	1548.0	707.0	1708.0	645.0	1913.0	5	
IY	1	NINETEEN	486.0	2665.0	54.268	54.248	54.309	0.061	11	4	4	2	3	0			1052.0	2809.0	921.0	2783.0	432.0	2540.0	443.0	2418.0	443.0	2398.0	4	
AH	1	ONE	757.0	1263.0	54.738	54.678	54.858	0.18	6	4	4	2	9	0			665.0	829.0	743.0	1155.0	714.0	1304.0	855.0	1661.0	827.0	1820.0	5	
IY	1	BELIEVE	459.0	2645.0	55.189	55.129	55.309	0.18	11	3	2	2	7	0			496.0	2337.0	463.0	2657.0	452.0	2760.0	458.0	2680.0	471.0	2599.0	3	
IY	1	HERE	428.0	2672.0	55.887	55.86	55.94	0.08	14	6	4	2	0	0			372.0	2741.0	405.0	2718.0	459.0	2524.0	489.0	2163.0	501.0	2026.0	4	
IY	1	BEING	427.0	2479.0	56.077	56.06	56.11	0.05	11	0	0	0	1	1			421.0	2329.0	421.0	2329.0	426.0	2686.0	424.0	2752.0	424.0	2752.0	4	
AH	1	COLUMBUS	594.0	750.0	56.407	56.38	56.46	0.08	6	4	1	2	7	4			546.0	694.0	547.0	675.0	625.0	851.0	765.0	969.0	736.0	983.0	6	
AH	0	COLUMBUS	656.0	1705.0	56.587	56.55	56.66	0.11	*	3	4	1	1	0			561.0	1519.0	653.0	1674.0	673.0	1740.0	649.0	1764.0	536.0	1782.0	5	
AH	1	UM	907.0	1167.0	57.693	57.586	57.906	0.32	6	4	1	2	0	0			943.0	1310.0	903.0	1149.0	840.0	1072.0	782.0	1025.0	848.0	1079.0	5	
AY	1	I	793.0	1915.0	58.008	57.986	58.196	0.21	41	0	0	0	0	0			460.0	755.0	682.0	1591.0	509.0	1046.0	475.0	496.0	452.0	303.0	6	
AA	1	GOT	716.0	2059.0	58.296	58.276	58.336	0.06	5	1	4	1	6	0			674.0	2079.0	679.0	2072.0	764.0	2005.0	813.0	1898.0	815.0	1895.0	5	
EH	1	MARRIED	679.0	1704.0	58.443	58.426	58.476	0.05	2	6	4	2	2	1			621.0	1599.0	621.0	1599.0	710.0	1805.0	610.0	1411.0	610.0	1411.0	6	
AW	1	ABOUT	732.0	1531.0	58.683	58.666	58.736	0.07	42	1	4	1	1	0			691.0	1528.0	732.0	1531.0	793.0	1541.0	796.0	1470.0	793.0	1443.0	5	
IY	1	THREE	458.0	2264.0	58.966	58.946	59.006	0.06	12	0	0	0	8	0			468.0	2073.0	467.0	2098.0	445.0	2461.0	425.0	2590.0	424.0	2589.0	4	
IH	1	YEARS	496.0	2174.0	59.053	59.036	59.086	0.05	14	6	4	2	9	3			482.0	2214.0	482.0	2214.0	518.0	2104.0	542.0	2023.0	542.0	2023.0	6	
AH	0	AGO	536.0	1784.0	59.273	59.256	59.306	0.05	*	1	6	2	0	1			519.0	1765.0	519.0	1765.0	518.0	1342.0	471.0	969.0	471.0	969.0	6	
OW	1	AGO	642.0	1801.0	59.37	59.356	59.456	0.1	63	0	0	0	6	0			637.0	1806.0	691.0	1681.0	669.0	1441.0	718.0	1493.0	588.0	1192.0	6	
AE	1	AND	474.0	2644.0	60.083	60.006	60.236	0.23	3	4	4	2	0	3			687.0	2507.0	482.0	2638.0	424.0	2617.0	686.0	2497.0	802.0	2218.0	5	
AY	1	RIGHT	880.0	1928.0	60.434	60.396	60.516	0.12	47	1	4	1	7	0			707.0	1332.0	855.0	1660.0	859.0	1942.0	782.0	2490.0	587.0	2881.0	3	
AW	1	NOW	862.0	2009.0	60.694	60.636	60.866	0.23	42	0	0	0	4	0			788.0	2097.0	882.0	1871.0	912.0	1633.0	730.0	914.0	813.0	873.0	5	
AY	1	I'M	961.0	1151.0	60.966	60.866	61.146	0.28	41	4	1	2	0	0			806.0	881.0	942.0	1063.0	937.0	1302.0	897.0	1627.0	815.0	1835.0	5	
IH	0	IN	592.0	2092.0	61.273	61.246	61.326	0.08	1	4	4	2	0	0			547.0	2091.0	579.0	2102.0	594.0	2036.0	550.0	1927.0	508.0	1870.0	4	
AA	1	PROCESS	846.0	982.0	61.593	61.556	61.666	0.11	5	3	4	1	8	1			789.0	948.0	835.0	969.0	884.0	1039.0	904.0	1105.0	863.0	1259.0	5	
EH	2	PROCESS	733.0	1600.0	61.819	61.776	61.906	0.13	2	3	4	1	3	0			665.0	1796.0	728.0	1603.0	727.0	1587.0	678.0	1578.0	573.0	1564.0	4	
AH	1	OF	806.0	1359.0	62.159	62.046	62.386	0.34	6	3	2	2	0	0			790.0	1476.0	806.0	1361.0	783.0	1323.0	723.0	1311.0	583.0	1223.0	6	
EH	1	EVERYTHING	640.0	1679.0	63.626	63.599	63.679	0.08	2	3	2	2	0	2			724.0	1962.0	636.0	1664.0	669.0	1755.0	709.0	1774.0	702.0	1689.0	3	
IH	2	EVERYTHING	766.0	1864.0	63.946	63.899	64.039	0.14	1	4	6	2	3	0			656.0	1808.0	757.0	1849.0	780.0	1900.0	759.0	2105.0	686.0	2453.0	5	
AY	1	I'VE	802.0	1724.0	64.158	64.119	64.199	0.08	41	3	2	2	0	0		m	593.0	1953.0	709.0	1868.0	783.0	1751.0	799.0	1694.0	761.0	1595.0	5	
ER	1	WORKED	594.0	1058.0	64.436	64.399	64.509	0.11	94	1	6	1	9	3			545.0	900.0	587.0	1022.0	607.0	1212.0	546.0	1426.0	438.0	1597.0	6	
AO	1	ALL	725.0	1319.0	64.612	64.589	64.659	0.07	53	5	4	2	0	0			662.0	1462.0	696.0	1407.0	676.0	933.0	704.0	733.0	737.0	774.0	6	
AY	1	MY	800.0	1293.0	64.809	64.759	64.859	0.1	41	0	0	0	2	0		s	721.0	2411.0	697.0	1308.0	799.0	946.0	744.0	1360.0	688.0	1462.0	5	
AY	1	LIFE	848.0	1439.0	65.051	64.949	65.199	0.25	47	3	2	1	7	0			728.0	1102.0	826.0	1227.0	845.0	1518.0	767.0	1791.0	713.0	1921.0	5	
AH	1	UM	998.0	1367.0	65.585	65.505	65.745	0.24	6	4	1	2	0	0			786.0	1247.0	1005.0	1379.0	879.0	2048.0	428.0	922.0	410.0	897.0	5	
AW	1	ABOUT	755.0	1165.0	66.16	66.145	66.205	0.06	42	1	4	1	1	0			728.0	1138.0	742.0	1152.0	810.0	1313.0	793.0	1326.0	789.0	1319.0	5	
AE	1	PAST	1009.0	1677.0	66.52	66.463	66.633	0.17	3	3	4	1	1	3			933.0	1797.0	1008.0	1705.0	847.0	1524.0	972.0	1625.0	855.0	1638.0	6	
UW	1	TWO	365.0	1903.0	67.458	67.451	67.501	0.05	73	0	0	0	3	0			365.0	1903.0	365.0	1903.0	378.0	1879.0	377.0	1896.0	377.0	1896.0	5	
IH	1	YEARS	423.0	2636.0	67.681	67.621	67.801	0.18	14	6	4	2	9	3			383.0	2665.0	419.0	2634.0	436.0	2523.0	466.0	2343.0	535.0	2022.0	4	
AE	1	AND	536.0	2742.0	68.925	68.822	69.132	0.31	3	4	4	2	0	3			502.0	2681.0	537.0	2749.0	574.0	2729.0	741.0	2223.0	794.0	1884.0	5	
AY	1	I'VE	755.0	1796.0	69.214	69.202	69.252	0.05	41	3	2	2	0	0		m	587.0	1533.0	662.0	1595.0	755.0	1803.0	733.0	1831.0	709.0	1803.0	5	
IH	0	BEEN	529.0	1199.0	69.569	69.552	69.602	0.05	1	4	4	2	1	0			514.0	1355.0	514.0	1355.0	526.0	959.0	488.0	705.0	488.0	705.0	6	
ER	1	WORKING	598.0	943.0	69.755	69.732	69.802	0.07	94	1	6	1	9	1			561.0	879.0	570.0	903.0	621.0	1012.0	545.0	1101.0	509.0	1156.0	6	
AY	1	LIKE	803.0	1710.0	70.016	69.992	70.042	0.05	47	1	6	1	7	0		s	549.0	961.0	603.0	988.0	652.0	1289.0	753.0	1855.0	700.0	1928.0	6	
AY	1	TIME	1000.0	1456.0	70.659	70.472	70.862	0.39	41	4	1	2	3	0			788.0	989.0	534.0	1206.0	862.0	1341.0	823.0	1845.0	815.0	2071.0	6	
AE	1	AND	681.0	2648.0	71.809	71.689	72.049	0.36	3	4	4	2	0	3			604.0	2615.0	679.0	2648.0	690.0	2597.0	717.0	2171.0	800.0	1851.0	5	
AH	1	UM	782.0	1353.0	72.362	72.299	72.489	0.19	6	4	1	2	0	0			1020.0	1466.0	902.0	1452.0	583.0	1077.0	540.0	963.0	491.0	1015.0	6	
UW	1	DOING	420.0	1883.0	72.646	72.639	72.699	0.06	73	0	0	0	3	1			419.0	1883.0	424.0	1879.0	475.0	1788.0	503.0	1666.0	504.0	1657.0	6	
AE	1	CRAFTS	970.0	1701.0	73.002	72.939	73.129	0.19	3	3	2	1	8	3			877.0	1681.0	971.0	1712.0	957.0	1689.0	943.0	1684.0	924.0	1590.0	6	
IH	1	THINGS	365.0	1838.0	73.409	73.389	73.449	0.06	1	4	6	2	3	3			431.0	2061.0	439.0	2070.0	348.0	2255.0	381.0	2631.0	378.0	2635.0	5	
AY	1	LIKE	687.0	1693.0	73.583	73.569	73.629	0.06	47	1	6	1	7	0		s	564.0	1542.0	617.0	1560.0	686.0	1713.0	550.0	1964.0	440.0	2104.0	5	
AE	1	THAT	953.0	1713.0	73.779	73.729	73.879	0.15	3	1	4	1	3	0			783.0	1863.0	937.0	1732.0	974.0	1725.0	961.0	1562.0	919.0	1660.0	5	
IH	0	BEEN	581.0	1703.0	75.051	75.028	75.098	0.07	1	4	4	2	1	0			501.0	1686.0	533.0	1693.0	651.0	1708.0	703.0	1689.0	703.0	1651.0	5	
AY	1	LIKE	818.0	1433.0	75.213	75.198	75.258	0.06	47	1	6	1	7	0			571.0	1172.0	720.0	1097.0	816.0	1473.0	725.0	1796.0	614.0	1960.0	5	
AH	0	THE	550.0	1575.0	75.445	75.428	75.478	0.05	*	0	0	0	3	0			531.0	1574.0	531.0	1574.0	550.0	1585.0	501.0	1522.0	501.0	1522.0	4	
AY	2	FINANCIAL	835.0	1410.0	75.642	75.608	75.688	0.08	41	4	4	2	1	2			852.0	1547.0	723.0	946.0	833.0	1301.0	826.0	1616.0	806.0	1787.0	6	
AE	1	FINANCIAL	697.0	2718.0	75.798	75.768	75.858	0.09	3	4	4	2	4	4			697.0	2652.0	694.0	2697.0	713.0	2680.0	730.0	2484.0	749.0	2333.0	5	
AH	0	FINANCIAL	658.0	1528.0	76.008	75.978	76.068	0.09	*	5	4	2	5	0			632.0	1819.0	603.0	1590.0	702.0	1216.0	747.0	958.0	799.0	1242.0	6	
AE	2	ANALYTICAL	729.0	1980.0	76.228	76.201	76.281	0.08	3	4	4	2	0	2			643.0	1551.0	626.0	1609.0	782.0	2168.0	784.0	2083.0	782.0	2017.0	6	
AH	0	ANALYTICAL	699.0	1269.0	76.354	76.321	76.421	0.1	*	5	4	2	4	2			863.0	1640.0	798.0	1454.0	530.0	905.0	553.0	822.0	480.0	618.0	5	
IH	1	ANALYTICAL	549.0	1191.0	76.478	76.461	76.511	0.05	1	1	4	1	7	2			544.0	1150.0	544.0	1150.0	557.0	1282.0	569.0	1383.0	569.0	1383.0	5	
IH	0	ANALYTICAL	474.0	1711.0	76.568	76.551	76.601	0.05	1	1	6	1	3	1			450.0	1713.0	450.0	1713.0	528.0	1704.0	506.0	1647.0	506.0	1647.0	5	
EH	1	END	637.0	1746.0	76.881	76.831	76.981	0.15	2	4	4	2	0	3			513.0	1305.0	619.0	1719.0	728.0	1800.0	781.0	1795.0	783.0	1810.0	5	
AH	0	AND	554.0	1807.0	77.171	77.141	77.231	0.09	*	4	4	2	0	3			475.0	1808.0	522.0	1802.0	600.0	1814.0	619.0	1800.0	592.0	1794.0	5	
ER	0	OTHER	537.0	1570.0	78.051	78.031	78.091	0.06	94	0	0	0	3	0			529.0	1553.0	530.0	1556.0	535.0	1593.0	504.0	1715.0	501.0	1730.0	4	
AY	1	SIDE	767.0	1775.0	78.209	78.221	78.281	0.06	41	1	4	2	3	0		m	1413.0	2792.0	977.0	2267.0	726.0	1520.0	774.0	1529.0	793.0	1548.0	6	
AY	1	MY	792.0	1359.0	78.44	78.421	78.491	0.07	41	0	0	0	2	0			416.0	1061.0	605.0	1060.0	790.0	1417.0	724.0	1696.0	658.0	1747.0	5	
EY	1	BRAIN	640.0	1600.0	78.706	78.691	78.821	0.13	21	4	4	2	8	0			639.0	1559.0	624.0	1833.0	597.0	2139.0	519.0	822.0	498.0	2631.0	5	
AA	1	WANTS	732.0	868.0	78.964	78.941	79.011	0.07	5	4	4	2	9	3			662.0	763.0	742.0	810.0	642.0	877.0	687.0	1112.0	688.0	1066.0	6	
ER	1	WORK	624.0	1074.0	79.408	79.361	79.501	0.14	94	1	6	1	9	0			479.0	865.0	593.0	1044.0	641.0	1160.0	612.0	1231.0	475.0	1287.0	5	
OW	1	SO	543.0	1553.0	80.514	80.498	80.628	0.13	63	0	0	0	3	0			505.0	1546.0	621.0	1408.0	594.0	1197.0	574.0	1052.0	514.0	865.0	5	
IH	1	REALLY	678.0	1548.0	80.715	80.698	80.748	0.05	1	5	4	2	7	1			682.0	1517.0	682.0	1517.0	690.0	1587.0	734.0	1779.0	734.0	1779.0	3	
AE	1	THAT'S	647.0	1783.0	80.915	80.888	80.968	0.08	3	1	4	1	3	3			607.0	1800.0	621.0	1795.0	706.0	1747.0	748.0	1715.0	741.0	1712.0	5	
AH	0	ABOUT	595.0	1544.0	81.075	81.058	81.108	0.05	*	1	1	2	0	1			756.0	1921.0	756.0	1921.0	600.0	1439.0	561.0	1283.0	561.0	1283.0	5	
AW	1	ABOUT	810.0	1388.0	81.185	81.158	81.268	0.11	42	1	4	1	1	0			769.0	1271.0	812.0	1391.0	833.0	1340.0	843.0	1349.0	809.0	1394.0	5	
IH	0	IT	620.0	1856.0	81.358	81.308	81.458	0.15	1	1	4	1	0	0			588.0	1631.0	626.0	1838.0	612.0	1848.0	657.0	1817.0	662.0	1779.0	5	
AY	1	I	865.0	1663.0	81.532	81.488	81.588	0.1	41	0	0	0	0	0		m	540.0	1647.0	723.0	1581.0	855.0	1649.0	873.0	1702.0	852.0	1831.0	5	
AE	1	HAVE	763.0	1967.0	81.635	81.598	81.708	0.11	3	3	2	2	0	0			707.0	1902.0	803.0	1979.0	646.0	1558.0	707.0	995.0	819.0	672.0	6	
AH	0	A	673.0	1448.0	81.775	81.758	81.808	0.05	*	0	0	0	0	0			643.0	1430.0	643.0	1430.0	702.0	1555.0	631.0	1648.0	631.0	1648.0	5	
AO	1	DOG	741.0	869.0	82.008	81.898	82.228	0.33	53	1	6	2	3	0			530.0	720.0	742.0	869.0	709.0	839.0	741.0	907.0	726.0	962.0	6	
IY	1	HE'S	414.0	2108.0	83.062	83.042	83.102	0.06	11	3	4	2	0	0			401.0	2057.0	403.0	2061.0	419.0	2138.0	399.0	2026.0	397.0	2016.0	5	
AW	1	OUTSIDE	638.0	1728.0	83.194	83.162	83.292	0.13	42	1	4	1	0	4			851.0	nan	701.0	1754.0	842.0	1893.0	1020.0	2028.0	928.0	2134.0	4	
AY	1	OUTSIDE	894.0	1853.0	83.36	83.372	83.492	0.12	41	1	4	2	3	0		m	893.0	2098.0	652.0	1146.0	766.0	1370.0	785.0	1546.0	749.0	1709.0	6	
AY	1	RIGHT	754.0	1650.0	83.62	83.572	83.692	0.12	47	1	4	1	7	0		m	608.0	1555.0	700.0	1500.0	753.0	1646.0	694.0	641.0	539.0	926.0	6	
AW	1	NOW	779.0	2283.0	83.834	83.772	84.022	0.25	42	0	0	0	4	0			729.0	2410.0	802.0	2166.0	842.0	1832.0	943.0	1426.0	962.0	1037.0	5	
AH	0	AND	330.0	987.0	84.052	84.022	84.112	0.09	*	4	4	2	0	3			342.0	962.0	333.0	989.0	329.0	920.0	345.0	737.0	372.0	650.0	6	
AE	1	THAT'S	827.0	1711.0	84.365	84.332	84.432	0.1	3	1	4	1	3	3			763.0	1711.0	814.0	1703.0	839.0	1708.0	822.0	1525.0	786.0	1552.0	5	
IH	1	IT	541.0	1833.0	84.612	84.562	84.712	0.15	1	1	4	1	0	0			438.0	1789.0	537.0	1814.0	551.0	1865.0	554.0	1876.0	526.0	1887.0	4	
ER	0	FOR	585.0	1486.0	84.988	84.968	85.028	0.06	94	0	0	0	1	0			726.0	2029.0	682.0	1905.0	646.0	1439.0	705.0	1352.0	704.0	1324.0	3	
AY	1	MY	891.0	1506.0	85.111	85.088	85.158	0.07	41	0	0	0	2	0			346.0	1345.0	575.0	1125.0	891.0	1506.0	775.0	1853.0	564.0	1891.0	6	
IH	1	KIDS	779.0	2656.0	85.301	85.268	85.368	0.1	1	1	4	2	6	3			581.0	2780.0	764.0	2692.0	789.0	2825.0	667.0	2636.0	502.0	2194.0	4	
AE	1	YEAH	791.0	2269.0	86.838	86.781	86.951	0.17	3	0	0	0	9	0			558.0	1639.0	764.0	2321.0	825.0	2169.0	907.0	1952.0	801.0	1844.0	5	
AH	1	UM	792.0	1274.0	89.267	89.174	89.454	0.28	6	4	1	2	0	0			903.0	1313.0	792.0	1279.0	842.0	1179.0	857.0	1125.0	935.0	932.0	4	
IY	0	REALLY	528.0	2425.0	89.888	89.844	89.975	0.131	12	0	0	0	7	0			565.0	1855.0	536.0	2332.0	494.0	2724.0	479.0	2783.0	484.0	2431.0	4	
EH	1	ANYTHING	584.0	2386.0	89.992	89.975	90.025	0.05	2	4	4	2	0	2			568.0	2417.0	568.0	2417.0	615.0	2306.0	635.0	2195.0	635.0	2195.0	5	
IY	0	ANYTHING	467.0	2807.0	90.098	90.064	90.165	0.101	11	3	3	1	4	1			495.0	2858.0	475.0	2812.0	441.0	2813.0	435.0	2792.0	394.0	2798.0	3	
IH	2	ANYTHING	744.0	1979.0	90.325	90.245	90.484	0.239	1	4	6	2	3	0			653.0	1890.0	739.0	1979.0	751.0	2023.0	731.0	2083.0	730.0	2262.0	5	
AY	1	LIKE	797.0	1539.0	90.921	90.917	90.967	0.05	47	1	6	1	7	0		s	698.0	1439.0	733.0	1428.0	785.0	1602.0	706.0	1798.0	662.0	1823.0	5	
AY	1	RIGHT	768.0	1651.0	91.1	91.097	91.167	0.07	47	1	4	1	7	0			758.0	1355.0	767.0	1622.0	727.0	1902.0	655.0	2270.0	600.0	2462.0	4	
AW	1	NOW	777.0	1938.0	91.304	91.277	91.387	0.11	42	0	0	0	4	0			735.0	2004.0	784.0	1905.0	822.0	1688.0	847.0	1476.0	860.0	1263.0	5	
AY	1	I'M	893.0	1234.0	91.437	91.387	91.497	0.11	41	4	1	2	0	0			860.0	1273.0	878.0	1140.0	891.0	1183.0	880.0	1375.0	799.0	1599.0	5	
EY	1	PAINTING	654.0	2676.0	91.879	91.867	92.007	0.14	21	4	4	2	1	1			641.0	2674.0	507.0	2762.0	546.0	2867.0	558.0	2834.0	560.0	2757.0	5	
IH	0	PAINTING	576.0	2756.0	92.137	92.067	92.277	0.21	1	4	6	2	4	0			579.0	2648.0	576.0	2753.0	540.0	2794.0	518.0	2779.0	505.0	2741.0	5	
AH	0	AND	708.0	1960.0	92.43	92.397	92.497	0.1	*	4	4	2	0	3			581.0	1920.0	695.0	1969.0	727.0	1942.0	573.0	1360.0	371.0	602.0	6	
AH	1	UM	948.0	1106.0	93.314	93.257	93.427	0.17	6	4	1	2	0	0			890.0	1200.0	936.0	1125.0	888.0	1079.0	891.0	1075.0	874.0	1062.0	5	
EY	1	THEY	640.0	1908.0	93.603	93.567	93.667	0.1	22	0	0	0	3	0			571.0	1727.0	634.0	1825.0	634.0	1990.0	631.0	1871.0	623.0	1720.0	5	
AE	1	LAUGH	843.0	1486.0	93.807	93.757	93.907	0.15	3	3	2	1	7	0			750.0	1177.0	835.0	1441.0	868.0	1583.0	873.0	1517.0	835.0	1425.0	5	
AE	1	AT	724.0	1661.0	94.004	93.987	94.037	0.05	3	1	4	1	0	0			725.0	1660.0	725.0	1660.0	723.0	1685.0	713.0	1735.0	713.0	1735.0	5	
IY	1	ME	610.0	2300.0	94.174	94.147	94.227	0.08	12	0	0	0	2	0			635.0	2236.0	622.0	2283.0	579.0	2333.0	536.0	2369.0	517.0	2261.0	5	
IH	0	BECAUSE	397.0	2521.0	94.294	94.277	94.327	0.05	1	1	6	1	1	1			389.0	2460.0	389.0	2460.0	410.0	2628.0	402.0	2728.0	402.0	2728.0	4	
AH	1	BECAUSE	484.0	1978.0	94.414	94.397	94.447	0.05	6	3	4	2	6	0			440.0	2024.0	440.0	2024.0	557.0	1882.0	566.0	1743.0	566.0	1743.0	5	
IY	0	THE	384.0	2323.0	94.807	94.787	94.847	0.06	12	0	0	0	3	0			677.0	2402.0	612.0	2380.0	439.0	2411.0	493.0	2483.0	498.0	2479.0	5	
AH	1	OTHER	630.0	1950.0	94.867	94.847	94.907	0.06	6	3	3	2	0	1			601.0	2076.0	605.0	2059.0	672.0	1838.0	683.0	1701.0	680.0	1694.0	5	
ER	0	OTHER	580.0	1766.0	94.984	94.957	95.037	0.08	94	0	0	0	3	0			582.0	1722.0	581.0	1752.0	568.0	1773.0	537.0	1718.0	517.0	1719.0	4	
EY	1	DAY	755.0	1958.0	95.224	95.117	95.527	0.41	22	0	0	0	3	0			720.0	730.0	750.0	1920.0	718.0	2074.0	557.0	1483.0	504.0	1666.0	6	
AH	0	AND	593.0	1529.0	95.544	95.527	95.577	0.05	*	4	4	2	0	3			562.0	1259.0	562.0	1259.0	641.0	1907.0	662.0	1844.0	662.0	1844.0	6	
AW	1	FOUND	777.0	1634.0	95.78	95.747	95.877	0.13	42	4	4	2	1	3			758.0	1691.0	789.0	1626.0	848.0	1557.0	955.0	1245.0	783.0	1457.0	5	
EH	1	CHAIRS	525.0	2081.0	96.254	96.227	96.307	0.08	2	6	4	2	5	3			436.0	2116.0	490.0	2104.0	545.0	1981.0	560.0	1761.0	569.0	1716.0	5	
ER	0	WERE	519.0	1201.0	96.847	96.797	96.947	0.15	94	0	0	0	9	0			480.0	942.0	510.0	1163.0	530.0	1365.0	519.0	1393.0	492.0	1419.0	5	
AE	1	THAT	820.0	1636.0	97.232	97.202	97.292	0.09	3	1	4	1	3	0			749.0	1609.0	798.0	1625.0	862.0	1647.0	887.0	1670.0	882.0	1678.0	4	
AE	1	BADLY	860.0	1670.0	97.647	97.6	97.74	0.14	3	1	4	2	1	1			754.0	1644.0	863.0	1690.0	848.0	1577.0	801.0	1484.0	714.0	1354.0	4	
IY	0	BADLY	480.0	2135.0	97.93	97.89	98.01	0.12	12	0	0	0	8	0			542.0	1794.0	489.0	2062.0	473.0	2406.0	485.0	2564.0	472.0	2608.0	5	
