s10, o, m, , , , 

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AY	1	I	912.0	1657.0	78.404	78.34	78.48	0.14	41	0	0	0	0	0		s	452.0	1823.0	856.0	1698.0	909.0	1646.0	863.0	1776.0	863.0	1841.0	5	
AY	1	I	946.0	1508.0	78.594	78.51	78.68	0.17	41	0	0	0	0	0		s	835.0	1792.0	980.0	1514.0	938.0	1533.0	944.0	1578.0	888.0	1691.0	5	
AY	1	RETIRING	662.0	2218.0	79.042	79.055	79.115	0.06	41	6	4	2	3	1		m	662.0	2218.0	280.0	2108.0	413.0	1959.0	882.0	1711.0	853.0	1580.0	6	
IH	0	RETIRING	752.0	1885.0	79.172	79.145	79.225	0.08	1	4	6	2	7	0			787.0	1747.0	769.0	1817.0	712.0	2040.0	606.0	2269.0	569.0	2325.0	5	
AH	1	SUNDAY	688.0	1501.0	79.438	79.415	79.485	0.07	6	4	4	2	3	4			590.0	1524.0	637.0	1502.0	775.0	1497.0	807.0	1479.0	807.0	1483.0	5	
EY	2	SUNDAY	531.0	2218.0	79.627	79.605	79.705	0.1	22	0	0	0	3	0			517.0	2128.0	526.0	2276.0	464.0	2457.0	420.0	2603.0	384.0	2637.0	5	
OW	1	SO	739.0	1586.0	80.472	80.43	80.69	0.26	63	0	0	0	3	0			731.0	1604.0	792.0	1482.0	777.0	1295.0	741.0	1100.0	707.0	969.0	5	
AE	1	AND	776.0	985.0	80.753	80.69	80.88	0.19	3	4	4	2	0	3			736.0	957.0	773.0	980.0	782.0	1057.0	772.0	1362.0	738.0	1676.0	5	
AH	0	TOMORROW'S	722.0	1716.0	81.077	81.06	81.11	0.05	*	4	1	2	3	2			797.0	1813.0	797.0	1813.0	573.0	1529.0	370.0	1305.0	370.0	1305.0	6	
OW	2	TOMORROW'S	665.0	1250.0	81.273	81.26	81.33	0.07	62	3	4	2	7	0			663.0	1248.0	667.0	1254.0	669.0	1277.0	644.0	1387.0	629.0	1428.0	5	
IH	1	DINNER	517.0	2013.0	82.177	82.15	82.23	0.08	1	4	4	2	3	1			464.0	2016.0	492.0	2019.0	584.0	1980.0	669.0	1854.0	679.0	1811.0	5	
ER	0	DINNER	695.0	1526.0	82.33	82.28	82.43	0.15	94	0	0	0	4	0			693.0	1647.0	707.0	1551.0	631.0	1473.0	604.0	1442.0	555.0	1546.0	6	
OW	1	SO	652.0	1451.0	83.14	83.111	83.271	0.16	63	0	0	0	3	0			634.0	1454.0	702.0	1401.0	699.0	1305.0	715.0	1064.0	754.0	1143.0	6	
AH	0	A	640.0	1307.0	83.568	83.551	83.601	0.05	*	0	0	0	0	0			670.0	2178.0	670.0	2178.0	692.0	1522.0	665.0	885.0	665.0	885.0	5	
AH	0	NERVOUS	540.0	1282.0	83.858	83.841	83.891	0.05	*	3	4	1	1	0			537.0	1241.0	537.0	1241.0	543.0	1370.0	544.0	1499.0	544.0	1499.0	6	
AW	1	ABOUT	702.0	1341.0	84.066	84.041	84.141	0.1	42	1	4	1	1	0			632.0	1327.0	714.0	1344.0	782.0	1320.0	813.0	1226.0	794.0	1137.0	5	
AY	1	I	818.0	1564.0	84.363	84.321	84.441	0.12	41	0	0	0	0	0			726.0	1292.0	784.0	1421.0	817.0	1624.0	776.0	1798.0	734.0	1934.0	5	
AE	1	HAVE	787.0	1844.0	84.471	84.451	84.511	0.06	3	3	2	2	0	0			781.0	1902.0	782.0	1883.0	815.0	1759.0	826.0	1638.0	824.0	1631.0	5	
UW	1	DO	418.0	1954.0	84.748	84.741	84.891	0.15	73	0	0	0	3	0			417.0	1947.0	394.0	1722.0	350.0	1485.0	357.0	1449.0	383.0	1651.0	6	
EH	1	THERE	596.0	1603.0	84.998	84.951	85.091	0.14	2	6	4	2	3	0			524.0	1582.0	594.0	1589.0	602.0	1690.0	605.0	1748.0	612.0	1707.0	5	
OW	1	YKNOW	736.0	1477.0	85.466	85.431	85.591	0.16	63	0	0	0	4	0			725.0	1578.0	752.0	1330.0	739.0	1219.0	802.0	1289.0	773.0	1282.0	6	
EY	1	THEY'VE	641.0	1917.0	85.854	85.817	85.907	0.09	21	3	2	2	3	0			567.0	1795.0	622.0	1852.0	637.0	1954.0	605.0	2024.0	585.0	2006.0	5	
OW	1	TOLD	532.0	1243.0	86.062	86.047	86.107	0.06	62	5	4	2	3	3			490.0	1298.0	519.0	1262.0	668.0	1016.0	650.0	858.0	645.0	852.0	5	
IY	1	ME	521.0	2340.0	86.254	86.237	86.287	0.05	12	0	0	0	2	0			515.0	2207.0	515.0	2207.0	524.0	2470.0	516.0	2474.0	516.0	2474.0	6	
AH	1	NOTHING	804.0	1566.0	86.4	86.367	86.467	0.1	6	3	3	1	4	1			672.0	1761.0	774.0	1637.0	832.0	1406.0	824.0	1372.0	763.0	1335.0	5	
IH	0	NOTHING	541.0	1882.0	86.57	86.547	86.617	0.07	1	4	6	2	3	0			493.0	1789.0	513.0	1823.0	582.0	2009.0	565.0	2239.0	550.0	2312.0	5	
IH	0	EXCEPT	644.0	2444.0	86.664	86.647	86.697	0.05	1	1	6	1	0	4			635.0	2451.0	635.0	2451.0	653.0	2433.0	643.0	2424.0	643.0	2424.0	6	
EH	1	EXCEPT	647.0	1617.0	86.867	86.847	86.907	0.06	2	1	1	1	3	3			600.0	1637.0	613.0	1630.0	688.0	1592.0	681.0	1514.0	677.0	1507.0	5	
OW	1	SHOW	612.0	1656.0	87.13	87.097	87.287	0.19	63	0	0	0	5	0			576.0	1751.0	665.0	1349.0	620.0	947.0	528.0	746.0	485.0	740.0	5	
AH	1	UP	709.0	1027.0	87.354	87.287	87.487	0.2	6	1	1	1	0	0			634.0	897.0	684.0	1004.0	824.0	1149.0	866.0	1200.0	802.0	1176.0	6	
AY	1	I	920.0	1509.0	88.848	88.775	89.015	0.24	41	0	0	0	0	0			829.0	1597.0	917.0	1520.0	900.0	1469.0	851.0	1570.0	737.0	1993.0	5	
AE	1	HAVE	739.0	2087.0	89.058	89.025	89.125	0.1	3	3	2	2	0	0			482.0	1622.0	685.0	1954.0	726.0	1732.0	744.0	1568.0	725.0	1580.0	6	
AO	1	DAUGHTER	787.0	1378.0	89.292	89.255	89.365	0.11	53	1	4	1	3	1			657.0	1629.0	766.0	1432.0	841.0	1274.0	861.0	1251.0	834.0	1319.0	6	
ER	0	DAUGHTER	570.0	1369.0	89.448	89.415	89.515	0.1	94	0	0	0	3	0			595.0	1421.0	576.0	1385.0	555.0	1335.0	552.0	1389.0	565.0	1446.0	6	
AE	1	AT	627.0	1627.0	89.545	89.515	89.605	0.09	3	1	4	1	0	0			600.0	1543.0	620.0	1598.0	641.0	1697.0	623.0	1769.0	578.0	1777.0	6	
OW	1	O	674.0	1216.0	89.752	89.744	89.874	0.13	63	0	0	0	0	0			674.0	1216.0	630.0	1064.0	556.0	928.0	504.0	876.0	440.0	932.0	5	
UW	1	U	408.0	1606.0	90.097	90.034	90.224	0.19	72	0	0	0	9	0			383.0	1963.0	403.0	1637.0	421.0	1321.0	411.0	1083.0	460.0	1068.0	5	
AY	1	I	771.0	1419.0	90.257	90.224	90.294	0.07	41	0	0	0	0	0		s	515.0	1122.0	624.0	1206.0	747.0	1349.0	760.0	1506.0	716.0	1641.0	5	
OW	1	KNOW	692.0	1626.0	90.369	90.354	90.424	0.07	63	0	0	0	4	0			677.0	1645.0	701.0	1614.0	721.0	1523.0	697.0	1494.0	693.0	1490.0	5	
AE	1	THAT'S	653.0	1621.0	90.471	90.454	90.504	0.05	3	1	4	1	3	3			653.0	1600.0	653.0	1600.0	647.0	1635.0	615.0	1665.0	615.0	1665.0	5	
AE	1	BAD	734.0	1812.0	90.897	90.86	90.97	0.11	3	1	4	2	1	0			692.0	1547.0	721.0	1794.0	766.0	1537.0	769.0	1377.0	749.0	1683.0	6	
ER	1	WORD	558.0	1040.0	91.113	91.08	91.18	0.1	94	1	4	2	9	0			516.0	868.0	553.0	990.0	563.0	1179.0	566.0	1323.0	549.0	1455.0	5	
AY	1	GUYS	763.0	1697.0	91.564	91.52	91.71	0.19	41	3	4	2	6	0		s	582.0	1900.0	752.0	1703.0	752.0	1780.0	677.0	2003.0	561.0	2023.0	5	
AE	1	AND	704.0	2072.0	92.405	92.365	92.485	0.12	3	4	4	2	0	3			625.0	2162.0	694.0	2090.0	747.0	2049.0	783.0	1895.0	789.0	1776.0	5	
AY	1	I	832.0	1544.0	92.562	92.545	92.625	0.08	41	0	0	0	0	0		s	779.0	1518.0	818.0	1523.0	829.0	1574.0	798.0	1687.0	765.0	1809.0	5	
AE	1	HAVE	721.0	2083.0	92.665	92.635	92.725	0.09	3	3	2	2	0	0			790.0	2069.0	741.0	2085.0	684.0	1890.0	698.0	1314.0	694.0	1291.0	6	
AH	1	ONE	742.0	863.0	92.865	92.845	92.905	0.06	6	4	4	2	9	0			724.0	795.0	728.0	813.0	760.0	968.0	757.0	1185.0	755.0	1199.0	5	
AO	1	NORTHLAND	653.0	1282.0	93.062	93.045	93.095	0.05	64	6	4	2	4	4			606.0	1351.0	606.0	1351.0	696.0	1185.0	720.0	1037.0	720.0	1037.0	5	
IY	1	SHE'S	433.0	2221.0	93.935	93.905	93.995	0.09	11	3	4	2	5	0			421.0	2177.0	441.0	2216.0	396.0	2218.0	384.0	2164.0	380.0	2095.0	6	
AH	0	A	827.0	1528.0	94.222	94.095	94.475	0.38	*	0	0	0	0	0			694.0	1559.0	825.0	1530.0	793.0	1512.0	814.0	1479.0	681.0	1429.0	5	
AA	1	SOPHOMORE	804.0	1245.0	94.818	94.775	94.905	0.13	5	3	2	1	3	4			912.0	1706.0	783.0	1265.0	884.0	1142.0	950.0	1022.0	890.0	1034.0	5	
EH	1	THERE	638.0	1853.0	95.272	95.245	95.325	0.08	2	6	4	2	3	0			620.0	1839.0	643.0	1894.0	687.0	2094.0	696.0	2078.0	687.0	2010.0	5	
AE	1	AND	790.0	1585.0	95.392	95.375	95.425	0.05	3	4	4	2	0	3			781.0	1585.0	781.0	1585.0	798.0	1606.0	806.0	1644.0	806.0	1644.0	6	
OW	1	O	592.0	1607.0	95.756	95.745	95.815	0.07	63	0	0	0	0	0			592.0	1607.0	598.0	1579.0	593.0	1465.0	576.0	1325.0	569.0	1297.0	5	
UW	1	U'S	426.0	1934.0	95.942	95.925	95.975	0.05	72	3	4	2	9	0			421.0	1981.0	421.0	1981.0	427.0	1876.0	407.0	1816.0	407.0	1816.0	5	
EH	1	FRESHMAN	666.0	1587.0	96.232	96.205	96.285	0.08	2	3	5	1	8	4			627.0	1537.0	644.0	1563.0	695.0	1626.0	656.0	1690.0	629.0	1716.0	6	
AH	0	FRESHMAN	668.0	1534.0	96.488	96.465	96.535	0.07	*	4	4	2	2	0			645.0	1456.0	659.0	1490.0	691.0	1600.0	682.0	1641.0	667.0	1643.0	5	
AE	1	AND	645.0	2135.0	97.647	97.494	97.954	0.46	3	4	4	2	0	3			675.0	2193.0	645.0	2135.0	683.0	2057.0	694.0	1813.0	688.0	1733.0	5	
AH	1	UH	785.0	1634.0	98.257	98.154	98.464	0.31	6	0	0	0	0	0			687.0	1751.0	782.0	1639.0	848.0	1554.0	828.0	1505.0	841.0	1463.0	5	
AY	1	I'M	908.0	1480.0	98.482	98.464	98.524	0.06	41	4	1	2	0	0		m	883.0	1454.0	895.0	1449.0	908.0	1480.0	854.0	1536.0	798.0	1553.0	5	
EH	1	MARRIED	655.0	1892.0	98.611	98.594	98.644	0.05	2	6	4	2	2	1			646.0	1860.0	646.0	1860.0	658.0	1903.0	657.0	1862.0	657.0	1862.0	5	
IY	0	MARRIED	509.0	1933.0	98.751	98.724	98.804	0.08	11	1	4	2	7	0			506.0	1762.0	509.0	1853.0	508.0	2050.0	510.0	2116.0	504.0	2115.0	5	
AE	1	AND	713.0	1982.0	99.292	99.222	99.432	0.21	3	4	4	2	0	3			1009.0	2237.0	738.0	2058.0	704.0	2194.0	707.0	2169.0	765.0	2029.0	5	
AH	1	UH	821.0	1716.0	99.752	99.692	99.872	0.18	6	0	0	0	0	0			648.0	1462.0	815.0	1718.0	862.0	1652.0	854.0	1615.0	836.0	1436.0	6	
EH	1	ELSE	667.0	1661.0	100.015	99.992	100.062	0.07	2	5	4	2	0	3			611.0	1652.0	635.0	1660.0	740.0	1627.0	827.0	1503.0	836.0	1468.0	5	
AY	1	I	780.0	1606.0	100.257	100.222	100.292	0.07	41	0	0	0	0	0		m	642.0	1651.0	665.0	1488.0	749.0	1555.0	774.0	1640.0	736.0	1657.0	5	
IH	1	LIVE	573.0	1619.0	100.402	100.372	100.462	0.09	1	3	2	2	7	0			542.0	1444.0	570.0	1558.0	573.0	1686.0	563.0	1654.0	543.0	1599.0	6	
IH	1	IN	648.0	2008.0	100.609	100.522	100.782	0.26	1	4	4	2	0	0			524.0	1978.0	646.0	2014.0	667.0	1914.0	674.0	1769.0	690.0	1738.0	5	
AH	1	UH	747.0	1632.0	101.039	100.962	101.192	0.23	6	0	0	0	0	0			720.0	1727.0	744.0	1645.0	775.0	1577.0	798.0	1537.0	792.0	1559.0	5	
AO	2	NORTHEAST	649.0	1170.0	101.289	101.272	101.322	0.05	64	6	4	2	4	4			625.0	1228.0	625.0	1228.0	669.0	1087.0	677.0	1003.0	677.0	1003.0	5	
IY	1	NORTHEAST	381.0	2595.0	101.485	101.462	101.532	0.07	11	3	4	1	3	3			357.0	2611.0	373.0	2608.0	396.0	2576.0	409.0	2551.0	409.0	2533.0	4	
AH	1	COLUMBUS	799.0	1064.0	101.759	101.742	101.792	0.05	6	4	1	2	7	4			764.0	1037.0	764.0	1037.0	828.0	1109.0	800.0	1162.0	800.0	1162.0	5	
AH	0	COLUMBUS	602.0	1298.0	101.895	101.872	101.942	0.07	*	3	4	1	1	0			576.0	1231.0	595.0	1257.0	592.0	1390.0	542.0	1472.0	516.0	1481.0	5	
AY	1	BY	818.0	1588.0	103.07	103.001	103.141	0.14	41	0	0	0	1	0			574.0	1476.0	764.0	1460.0	715.0	1397.0	803.0	1445.0	732.0	1916.0	6	
EH	1	SEVENTY	600.0	1679.0	103.294	103.271	103.341	0.07	2	3	2	2	3	2			529.0	1709.0	564.0	1684.0	651.0	1685.0	667.0	1645.0	659.0	1626.0	5	
IY	0	SEVENTY	501.0	2270.0	103.471	103.451	103.511	0.06	12	0	0	0	4	0			495.0	2181.0	499.0	2204.0	486.0	2014.0	449.0	1276.0	447.0	1229.0	6	
AH	1	ONE	738.0	871.0	103.624	103.601	103.671	0.07	6	4	4	2	9	0			728.0	801.0	733.0	820.0	739.0	999.0	733.0	1189.0	734.0	1239.0	5	
AH	1	ONE	682.0	999.0	103.858	103.841	103.891	0.05	6	4	4	2	9	0			684.0	954.0	684.0	954.0	683.0	1082.0	686.0	1206.0	686.0	1206.0	5	
IY	0	SIXTY	392.0	2400.0	104.271	104.251	104.311	0.06	12	0	0	0	3	0			377.0	2376.0	383.0	2382.0	383.0	2443.0	377.0	2429.0	377.0	2421.0	4	
AH	1	ONE	818.0	1002.0	104.458	104.411	104.551	0.14	6	4	4	2	9	0			792.0	854.0	796.0	978.0	771.0	1115.0	688.0	1236.0	666.0	1406.0	5	
AE	1	AND	572.0	1899.0	105.612	105.445	105.945	0.5	3	4	4	2	0	3			630.0	1882.0	572.0	1899.0	574.0	1846.0	689.0	1722.0	784.0	1686.0	5	
AW	1	ABOUT	679.0	1452.0	106.578	106.566	106.616	0.05	42	1	4	1	1	0			679.0	1452.0	679.0	1452.0	724.0	1481.0	747.0	1526.0	747.0	1526.0	6	
IH	0	IT	676.0	1847.0	106.683	106.646	106.756	0.11	1	1	4	1	0	0			661.0	1671.0	677.0	1793.0	653.0	1999.0	611.0	2052.0	586.0	1906.0	6	
AY	1	I'M	981.0	1393.0	109.966	109.856	110.076	0.22	41	4	1	2	0	0		s	932.0	1410.0	931.0	1344.0	969.0	1377.0	992.0	1468.0	946.0	1551.0	5	
IH	2	INDIANA	592.0	2211.0	110.583	110.566	110.616	0.05	1	4	4	2	0	5			597.0	2195.0	597.0	2195.0	581.0	2224.0	553.0	2184.0	553.0	2184.0	5	
IY	0	INDIANA	323.0	2612.0	110.723	110.686	110.796	0.11	11	0	0	0	3	2			349.0	2431.0	329.0	2576.0	322.0	2688.0	384.0	2649.0	512.0	2546.0	5	
AE	1	INDIANA	708.0	2266.0	110.843	110.796	110.936	0.14	3	4	4	2	0	1			648.0	2471.0	737.0	2455.0	766.0	2185.0	820.0	1889.0	912.0	1666.0	5	
AH	0	INDIANA	795.0	1528.0	111.023	110.976	111.116	0.14	*	0	0	0	4	0			690.0	1471.0	787.0	1524.0	808.0	1554.0	808.0	1573.0	762.0	1567.0	5	
AH	1	BUT	662.0	1462.0	111.562	111.545	111.595	0.05	6	1	4	1	1	0			642.0	1447.0	642.0	1447.0	689.0	1483.0	725.0	1511.0	725.0	1511.0	5	
AY	1	I	883.0	1535.0	111.669	111.625	111.765	0.14	41	0	0	0	0	0		s	644.0	1541.0	832.0	1498.0	871.0	1574.0	816.0	1715.0	752.0	1778.0	5	
IH	1	LIVED	546.0	1747.0	111.878	111.835	111.965	0.13	1	3	2	2	7	3			550.0	1489.0	543.0	1726.0	574.0	1765.0	595.0	1683.0	565.0	1556.0	5	
AH	1	UP	747.0	1641.0	112.152	112.095	112.265	0.17	6	1	1	1	0	0			566.0	1770.0	735.0	1660.0	766.0	1575.0	818.0	1601.0	729.0	1612.0	5	
IH	1	IN	574.0	2232.0	112.412	112.355	112.525	0.17	1	4	4	2	0	0			466.0	1962.0	564.0	2212.0	609.0	2135.0	709.0	1896.0	705.0	1738.0	5	
AH	1	UH	752.0	1721.0	112.728	112.705	112.775	0.07	6	0	0	0	0	0			578.0	1725.0	661.0	1719.0	798.0	1698.0	804.0	1629.0	813.0	1616.0	5	
AE	1	AMHERST	894.0	1508.0	112.878	112.775	113.085	0.31	3	4	1	2	0	1			884.0	1536.0	893.0	1506.0	872.0	1645.0	769.0	2039.0	759.0	2123.0	5	
ER	0	AMHERST	583.0	1398.0	113.265	113.245	113.305	0.06	94	3	4	1	2	3			582.0	1285.0	586.0	1323.0	559.0	1470.0	529.0	1588.0	527.0	1602.0	6	
OW	0	OHIO	626.0	1463.0	113.463	113.445	113.555	0.11	62	3	0	1	0	2			609.0	1528.0	645.0	1302.0	604.0	993.0	519.0	816.0	526.0	787.0	5	
AY	1	OHIO	866.0	1476.0	113.631	113.635	113.755	0.12	41	0	0	0	0	1			789.0	1230.0	805.0	1307.0	863.0	1522.0	828.0	1748.0	776.0	1852.0	5	
OW	0	OHIO	766.0	1665.0	113.762	113.755	113.845	0.09	63	0	0	0	0	0			766.0	1665.0	748.0	1529.0	737.0	1276.0	721.0	1091.0	720.0	1061.0	5	
AY	1	I	781.0	1268.0	113.862	113.845	113.905	0.06	41	0	0	0	0	0		s	726.0	1065.0	745.0	1101.0	780.0	1288.0	713.0	1190.0	685.0	948.0	6	
IH	1	LIVED	545.0	1611.0	114.002	113.985	114.035	0.05	1	3	2	2	7	3			521.0	1579.0	521.0	1579.0	570.0	1630.0	579.0	1602.0	579.0	1602.0	5	
EH	1	THERE	550.0	1823.0	114.142	114.125	114.175	0.05	2	6	4	2	3	0			569.0	1860.0	569.0	1860.0	581.0	1807.0	601.0	1774.0	601.0	1774.0	5	
AW	1	ABOUT	743.0	1318.0	114.43	114.405	114.505	0.1	42	1	4	1	1	0			637.0	1226.0	765.0	1345.0	865.0	1417.0	867.0	1367.0	841.0	1320.0	5	
AO	1	FOUR	457.0	554.0	114.662	114.635	114.715	0.08	64	6	4	2	1	0			445.0	608.0	449.0	559.0	458.0	552.0	448.0	574.0	453.0	595.0	6	
IH	1	YEARS	397.0	2584.0	114.868	114.835	114.935	0.1	14	6	4	2	9	3			378.0	2582.0	393.0	2582.0	420.0	2560.0	477.0	2288.0	514.0	2068.0	4	
AE	1	AND	691.0	1950.0	115.352	115.305	115.445	0.14	3	4	4	2	0	3			340.0	1953.0	685.0	1953.0	763.0	1942.0	835.0	1895.0	829.0	1871.0	5	
EH	1	THEN	691.0	1712.0	115.548	115.525	115.595	0.07	2	4	4	2	3	0			636.0	1666.0	663.0	1688.0	718.0	1739.0	737.0	1726.0	744.0	1716.0	5	
AY	1	I	921.0	1544.0	115.695	115.645	115.885	0.24	41	0	0	0	0	0			772.0	1435.0	903.0	1597.0	819.0	1813.0	670.0	2022.0	599.0	2196.0	5	
ER	1	WORKED	578.0	1000.0	116.292	116.265	116.345	0.08	94	1	6	1	9	3			555.0	896.0	571.0	947.0	566.0	1120.0	498.0	1324.0	477.0	1412.0	6	
AE	1	AT	650.0	1864.0	116.482	116.435	116.575	0.14	3	1	4	1	0	0			511.0	1929.0	635.0	1870.0	684.0	1829.0	701.0	1765.0	682.0	1752.0	5	
AH	0	A	558.0	1639.0	116.635	116.615	116.675	0.06	*	0	0	0	0	0			530.0	1631.0	535.0	1632.0	601.0	1644.0	602.0	1557.0	594.0	1545.0	5	
EY	1	PLACE	626.0	1601.0	116.837	116.825	116.885	0.06	21	3	4	1	8	0			626.0	1601.0	619.0	1638.0	559.0	1877.0	492.0	2002.0	487.0	2006.0	5	
