s09, y, f, , , , 

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AY	1	I	1034.0	1411.0	58.736	58.723	58.823	0.1	41	0	0	0	0	0			552.0	1501.0	1032.0	1403.0	898.0	1272.0	868.0	1781.0	741.0	2010.0	6	
EH	1	SPENT	642.0	1761.0	59.066	59.033	59.133	0.1	2	4	4	2	1	3			612.0	1635.0	644.0	1741.0	640.0	1768.0	605.0	1731.0	579.0	1716.0	5	
AY	1	MY	850.0	1271.0	59.464	59.353	59.713	0.36	41	0	0	0	2	0			624.0	1168.0	751.0	1245.0	631.0	1548.0	610.0	1918.0	537.0	2233.0	5	
IY	1	SENIOR	454.0	2623.0	60.346	60.319	60.399	0.08	11	4	4	2	3	1			408.0	2444.0	438.0	2536.0	467.0	1805.0	385.0	217.0	345.0	473.0	6	
IH	1	YEAR	507.0	2234.0	60.656	60.629	60.709	0.08	14	6	4	2	9	0			501.0	2266.0	502.0	2255.0	526.0	2209.0	580.0	2134.0	602.0	2077.0	6	
AH	0	ABROAD	692.0	1434.0	60.909	60.889	60.949	0.06	*	1	1	2	0	1			654.0	1477.0	654.0	1472.0	746.0	1349.0	658.0	1089.0	645.0	1069.0	6	
AO	1	ABROAD	712.0	1107.0	61.132	61.079	61.239	0.16	53	1	4	2	8	0			678.0	1142.0	703.0	1108.0	698.0	1062.0	688.0	1160.0	621.0	1266.0	5	
IH	1	ENGLAND	532.0	2220.0	61.495	61.472	61.542	0.07	1	4	6	2	0	4			520.0	2082.0	528.0	2143.0	529.0	2303.0	517.0	2397.0	514.0	2410.0	6	
AH	0	ENGLAND	522.0	1444.0	61.699	61.672	61.752	0.08	*	4	4	2	8	3			539.0	1227.0	529.0	1367.0	504.0	1579.0	502.0	1695.0	499.0	1694.0	5	
AY	1	I	632.0	1761.0	62.572	62.542	62.612	0.07	41	0	0	0	0	0		s	549.0	1392.0	587.0	1452.0	628.0	1694.0	620.0	1907.0	592.0	2103.0	5	
EY	1	CAME	533.0	2094.0	62.733	62.702	62.822	0.12	21	4	1	2	6	0			194.0	1503.0	591.0	2284.0	595.0	2419.0	547.0	1786.0	506.0	1098.0	6	
AE	1	BACK	834.0	1762.0	62.969	62.922	63.062	0.14	3	1	6	1	1	0			667.0	1587.0	816.0	1757.0	871.0	1743.0	861.0	1776.0	749.0	1859.0	5	
AY	1	I	836.0	1683.0	63.194	63.152	63.272	0.12	41	0	0	0	0	0		s	651.0	1894.0	768.0	1708.0	833.0	1691.0	773.0	1868.0	683.0	1956.0	5	
AE	1	HAVE	948.0	1832.0	63.325	63.282	63.412	0.13	3	3	2	2	0	0			927.0	1940.0	959.0	1852.0	909.0	1691.0	853.0	1621.0	797.0	1577.0	6	
AH	1	DOUBLE	708.0	1619.0	63.659	63.642	63.692	0.05	6	1	1	2	3	1			695.0	1654.0	695.0	1654.0	727.0	1539.0	690.0	1317.0	690.0	1317.0	6	
EY	1	MAJOR	525.0	2296.0	63.937	63.882	63.992	0.11	21	2	5	2	2	1			482.0	1541.0	516.0	1970.0	525.0	2305.0	509.0	2403.0	486.0	2323.0	5	
ER	0	MAJOR	524.0	1792.0	64.102	64.062	64.182	0.12	94	0	0	0	5	0			461.0	1940.0	516.0	1815.0	553.0	1659.0	540.0	1676.0	535.0	1509.0	5	
AE	1	AND	831.0	1885.0	65.254	65.164	65.434	0.27	3	4	4	2	0	3			831.0	1864.0	841.0	1881.0	880.0	1837.0	835.0	1826.0	744.0	1864.0	5	
AY	1	I	901.0	1511.0	66.071	66.041	66.101	0.06	41	0	0	0	0	0		m	396.0	1918.0	569.0	1784.0	862.0	1489.0	901.0	1513.0	825.0	1512.0	5	
AH	0	A	422.0	2014.0	66.268	66.251	66.301	0.05	*	0	0	0	0	0			501.0	2169.0	501.0	2169.0	423.0	1850.0	380.0	1788.0	380.0	1788.0	5	
ER	0	QUARTER	543.0	1714.0	66.551	66.531	66.591	0.06	94	0	0	0	3	0			542.0	1686.0	542.0	1690.0	543.0	1755.0	518.0	1834.0	515.0	1838.0	6	
IH	0	FINISH	620.0	1791.0	66.881	66.861	66.921	0.06	1	3	5	1	4	0			591.0	1762.0	596.0	1767.0	634.0	1832.0	625.0	1868.0	620.0	1869.0	6	
AO	1	OFF	804.0	1329.0	67.054	67.011	67.141	0.13	53	3	2	1	0	0			782.0	1600.0	797.0	1401.0	901.0	1258.0	861.0	1170.0	871.0	1159.0	6	
AE	1	BACK	800.0	1656.0	68.046	68.013	68.112	0.099	3	1	6	1	1	0			691.0	1621.0	774.0	1650.0	844.0	1695.0	844.0	1793.0	761.0	1885.0	5	
IH	1	DID	531.0	1961.0	68.352	68.332	68.392	0.06	1	1	4	2	3	0			531.0	2062.0	534.0	2058.0	535.0	1240.0	535.0	690.0	534.0	711.0	6	
AE	1	THAT	876.0	1686.0	68.546	68.493	68.653	0.16	3	1	4	1	3	0			697.0	1712.0	867.0	1697.0	911.0	1638.0	856.0	1588.0	843.0	1624.0	5	
AE	1	AND	412.0	1887.0	68.759	68.722	68.832	0.11	3	4	4	2	0	3			401.0	1839.0	417.0	1875.0	523.0	1901.0	636.0	1898.0	641.0	1846.0	5	
EH	1	THEN	609.0	1720.0	69.006	68.963	69.093	0.13	2	4	4	2	3	0			576.0	1736.0	611.0	1725.0	600.0	1723.0	613.0	1718.0	610.0	1732.0	5	
AE	1	BACK	915.0	1671.0	69.77	69.747	69.817	0.07	3	1	6	1	1	0			859.0	1672.0	881.0	1670.0	954.0	1691.0	947.0	1774.0	927.0	1789.0	6	
AH	0	ENGLAND	486.0	1148.0	70.147	70.127	70.187	0.06	*	4	4	2	8	3			488.0	1025.0	486.0	1036.0	528.0	1352.0	600.0	1606.0	600.0	1613.0	5	
AH	0	TO	527.0	1350.0	70.354	70.337	70.387	0.05	*	0	0	0	3	0			577.0	1464.0	577.0	1464.0	498.0	1136.0	520.0	887.0	520.0	887.0	6	
ER	1	WORK	554.0	1162.0	70.48	70.437	70.567	0.13	94	1	6	1	9	0			509.0	824.0	550.0	1109.0	596.0	1314.0	637.0	1339.0	606.0	1438.0	5	
EH	1	THEN	612.0	1677.0	71.437	71.4	71.51	0.11	2	4	4	2	3	0			443.0	1874.0	508.0	1815.0	558.0	1798.0	549.0	1848.0	547.0	1893.0	6	
AE	1	BACK	931.0	1686.0	72.013	71.97	72.1	0.13	3	1	6	1	1	0			780.0	1561.0	917.0	1664.0	972.0	1748.0	965.0	1733.0	880.0	1867.0	6	
AE	1	BACK	877.0	1661.0	72.493	72.47	72.54	0.07	3	1	6	1	1	0			839.0	1606.0	852.0	1629.0	920.0	1722.0	888.0	1826.0	861.0	1855.0	6	
IH	1	ENGLAND	625.0	2021.0	72.747	72.73	72.78	0.05	1	4	6	2	0	4			617.0	1984.0	617.0	1984.0	623.0	2121.0	566.0	1848.0	566.0	1848.0	6	
AH	0	ENGLAND	583.0	1327.0	72.93	72.91	72.97	0.06	*	4	4	2	8	3			549.0	1155.0	554.0	1179.0	619.0	1544.0	627.0	1721.0	627.0	1725.0	5	
EH	1	AGAIN	685.0	2064.0	73.18	73.15	73.24	0.09	2	4	4	2	6	0			602.0	2161.0	663.0	2095.0	719.0	1969.0	784.0	1859.0	791.0	1827.0	5	
AE	1	AND	600.0	1858.0	73.287	73.27	73.32	0.05	3	4	4	2	0	3			591.0	1798.0	591.0	1798.0	607.0	1998.0	590.0	2200.0	590.0	2200.0	4	
EY	1	CAME	665.0	2307.0	73.488	73.44	73.56	0.12	21	4	1	2	6	0			338.0	2328.0	649.0	2335.0	658.0	2312.0	647.0	2291.0	628.0	1882.0	6	
AE	1	BACK	844.0	1644.0	73.693	73.65	73.78	0.13	3	1	6	1	1	0			673.0	1459.0	828.0	1654.0	884.0	1598.0	892.0	1637.0	815.0	1920.0	5	
AH	0	AND	482.0	2197.0	73.897	73.88	73.93	0.05	*	4	4	2	0	3			465.0	2232.0	465.0	2232.0	513.0	2133.0	544.0	1949.0	544.0	1949.0	5	
AY	1	I'M	793.0	1569.0	74.195	74.17	74.23	0.06	41	4	1	2	0	0		m	198.0	1554.0	151.0	1561.0	587.0	1587.0	697.0	1480.0	641.0	1465.0	5	
IY	1	FREELANCE	490.0	2245.0	74.52	74.49	74.58	0.09	11	5	4	2	8	1			506.0	2131.0	493.0	2219.0	501.0	2278.0	518.0	2176.0	513.0	2093.0	4	
AE	2	FREELANCE	554.0	1510.0	74.65	74.63	74.69	0.06	3	4	4	2	7	3			557.0	1468.0	557.0	1474.0	549.0	1569.0	531.0	1598.0	529.0	1596.0	5	
AY	1	RIGHT	682.0	1669.0	74.973	74.96	75.04	0.08	47	1	4	1	7	0			629.0	1576.0	669.0	1621.0	679.0	1785.0	646.0	1979.0	635.0	2079.0	6	
AW	1	NOW	589.0	1216.0	75.122	75.11	75.21	0.1	42	0	0	0	4	0			589.0	1216.0	535.0	1046.0	478.0	1135.0	589.0	1137.0	431.0	856.0	6	
IY	1	FREELANCE	528.0	2158.0	75.694	75.677	75.727	0.05	11	5	4	2	8	1			522.0	2131.0	522.0	2131.0	536.0	2188.0	530.0	2126.0	530.0	2126.0	4	
AE	2	FREELANCE	606.0	1585.0	75.797	75.777	75.837	0.06	3	4	4	2	7	3			622.0	1501.0	620.0	1512.0	598.0	1673.0	570.0	1386.0	571.0	1384.0	6	
AY	1	WRITER	682.0	1672.0	76.036	76.007	76.087	0.08	47	1	4	1	7	1		m	561.0	1253.0	636.0	1419.0	681.0	1654.0	645.0	1387.0	634.0	1570.0	6	
AH	0	AND	663.0	1735.0	76.164	76.147	76.197	0.05	*	4	4	2	0	3			656.0	1741.0	656.0	1741.0	669.0	1731.0	644.0	1740.0	644.0	1740.0	6	
EH	1	EDITOR	642.0	1765.0	76.284	76.257	76.337	0.08	2	1	4	2	0	2			579.0	1722.0	589.0	1754.0	663.0	1747.0	663.0	1698.0	629.0	1671.0	5	
ER	0	EDITOR	678.0	1693.0	76.507	76.467	76.587	0.12	94	0	0	0	3	0			577.0	1716.0	676.0	1691.0	688.0	1715.0	654.0	1786.0	630.0	1763.0	6	
AH	1	UM	921.0	1427.0	81.799	81.706	81.986	0.28	6	4	1	2	0	0			871.0	1429.0	918.0	1418.0	916.0	1439.0	890.0	1440.0	783.0	1326.0	5	
AO	1	ALL	788.0	994.0	82.867	82.844	82.914	0.07	53	5	4	2	0	0			814.0	1046.0	803.0	1026.0	757.0	914.0	710.0	874.0	697.0	876.0	5	
AY	1	TYPES	830.0	1523.0	83.066	83.064	83.174	0.11	47	1	1	1	3	3			906.0	1572.0	790.0	1544.0	741.0	1770.0	681.0	1922.0	579.0	1903.0	6	
AY	1	I	852.0	1459.0	83.386	83.324	83.594	0.27	41	0	0	0	0	0			643.0	1385.0	851.0	1470.0	778.0	1701.0	591.0	1990.0	544.0	2202.0	5	
AY	1	I	1080.0	1654.0	83.763	83.764	83.834	0.07	41	0	0	0	0	0		m	917.0	1816.0	988.0	1544.0	883.0	1578.0	842.0	1661.0	808.0	1702.0	5	
ER	1	WORK	551.0	1115.0	84.207	84.184	84.254	0.07	94	1	6	1	9	0			545.0	1034.0	547.0	1065.0	561.0	1220.0	544.0	1383.0	531.0	1435.0	6	
IH	0	MUSIC	497.0	2055.0	84.664	84.644	84.704	0.06	1	1	6	1	3	0			492.0	1997.0	493.0	2005.0	505.0	2106.0	504.0	2144.0	504.0	2149.0	6	
IY	0	INDUSTRY	467.0	2163.0	85.104	85.084	85.144	0.06	12	0	0	0	8	0			470.0	2104.0	469.0	2114.0	467.0	2262.0	462.0	2312.0	461.0	2318.0	4	
AY	1	I	680.0	1523.0	85.304	85.304	85.364	0.06	41	0	0	0	0	0		s	664.0	1476.0	679.0	1508.0	652.0	1664.0	621.0	1809.0	604.0	1877.0	6	
UW	1	DO	382.0	2153.0	85.451	85.444	85.564	0.12	73	0	0	0	3	0			382.0	2153.0	475.0	2025.0	469.0	1839.0	483.0	1756.0	510.0	1704.0	6	
AA	1	LOT	650.0	1152.0	85.687	85.664	85.734	0.07	5	1	4	1	7	0			613.0	1070.0	626.0	1104.0	683.0	1223.0	686.0	1314.0	690.0	1327.0	5	
EY	1	RELATED	568.0	1849.0	86.327	86.307	86.377	0.07	21	1	4	1	7	1			550.0	1054.0	550.0	1109.0	568.0	1849.0	583.0	2013.0	581.0	2038.0	6	
AY	1	WRITING	716.0	1629.0	86.608	86.587	86.677	0.09	47	1	4	1	7	1		s	630.0	1358.0	696.0	1509.0	711.0	1750.0	621.0	1447.0	624.0	1678.0	6	
IH	0	WRITING	623.0	2178.0	86.754	86.727	86.807	0.08	1	4	6	2	3	0			610.0	2078.0	621.0	2134.0	618.0	2270.0	588.0	2374.0	590.0	2418.0	6	
IH	0	IN	571.0	2197.0	88.477	88.454	88.524	0.07	1	4	4	2	0	0			555.0	2173.0	561.0	2185.0	587.0	2200.0	593.0	2160.0	589.0	2122.0	5	
AH	0	POSITION	1546.0	2572.0	88.721	88.704	88.754	0.05	*	3	4	2	1	2			1676.0	2679.0	1676.0	2679.0	984.0	2287.0	387.0	1781.0	387.0	1781.0	6	
IH	1	POSITION	471.0	1692.0	88.801	88.784	88.834	0.05	1	3	5	1	3	1			463.0	1688.0	463.0	1688.0	489.0	1717.0	503.0	1780.0	503.0	1780.0	5	
AY	1	I'M	712.0	1505.0	89.044	89.004	89.084	0.08	41	4	1	2	0	0		s	517.0	1754.0	556.0	1521.0	678.0	1446.0	716.0	1558.0	686.0	1633.0	4	
IH	0	IN	548.0	1701.0	89.157	89.134	89.204	0.07	1	4	4	2	0	0			518.0	1588.0	531.0	1634.0	575.0	1812.0	582.0	1920.0	575.0	1923.0	4	
AY	1	RIGHT	717.0	1560.0	89.344	89.314	89.424	0.11	47	1	4	1	7	0			629.0	1299.0	712.0	1506.0	706.0	1770.0	681.0	2093.0	644.0	2365.0	4	
AW	1	NOW	688.0	1776.0	89.54	89.494	89.684	0.19	42	0	0	0	4	0			643.0	1867.0	714.0	1725.0	754.0	1523.0	779.0	1301.0	769.0	1078.0	5	
AY	1	I	809.0	1356.0	89.719	89.684	89.804	0.12	41	0	0	0	0	0			773.0	1065.0	799.0	1182.0	795.0	1505.0	717.0	1827.0	605.0	2015.0	5	
UW	1	DO	470.0	2102.0	89.921	89.914	90.084	0.17	73	0	0	0	3	0			478.0	2108.0	494.0	2066.0	510.0	1826.0	534.0	1050.0	551.0	1461.0	6	
IH	0	JUST	515.0	1824.0	90.375	90.358	90.408	0.05	1	3	4	1	5	3			504.0	1836.0	504.0	1836.0	562.0	1808.0	584.0	1755.0	584.0	1755.0	6	
AH	0	A	593.0	1621.0	90.555	90.538	90.588	0.05	*	0	0	0	0	0			575.0	1629.0	575.0	1629.0	595.0	1603.0	570.0	1551.0	570.0	1551.0	6	
ER	0	VARIETY	601.0	1188.0	90.715	90.668	90.808	0.14	94	0	0	0	1	2			491.0	1076.0	590.0	1177.0	590.0	1184.0	613.0	1143.0	629.0	1172.0	6	
AY	1	VARIETY	788.0	1176.0	90.862	90.808	90.918	0.11	41	0	0	0	7	2			596.0	1084.0	655.0	1124.0	751.0	1130.0	812.0	1326.0	825.0	1600.0	5	
AH	0	VARIETY	671.0	1909.0	90.965	90.918	91.058	0.14	*	1	4	1	0	1			769.0	1784.0	683.0	1893.0	642.0	2005.0	626.0	2062.0	584.0	2035.0	5	
IY	0	VARIETY	455.0	2363.0	91.125	91.088	91.198	0.11	12	0	0	0	3	0			448.0	2138.0	454.0	2312.0	454.0	2503.0	460.0	2556.0	501.0	2497.0	4	
AH	0	OF	603.0	2130.0	91.228	91.198	91.288	0.09	*	3	2	2	0	0			584.0	2290.0	599.0	2180.0	604.0	1962.0	589.0	1794.0	563.0	1747.0	4	
AE	1	TRAVEL	871.0	1554.0	92.814	92.787	92.867	0.08	3	3	2	2	8	1			815.0	1579.0	849.0	1573.0	876.0	1249.0	781.0	683.0	720.0	769.0	6	
AY	1	WRITING	700.0	1658.0	93.123	93.077	93.197	0.12	47	1	4	1	7	1			590.0	1001.0	661.0	1292.0	700.0	1683.0	639.0	1932.0	587.0	2076.0	5	
IH	0	WRITING	578.0	2154.0	93.267	93.247	93.307	0.06	1	4	6	2	3	0			572.0	2114.0	573.0	2119.0	586.0	2226.0	577.0	2366.0	576.0	2372.0	6	
AE	1	THAT	833.0	1710.0	93.587	93.557	93.647	0.09	3	1	4	1	3	0			820.0	1730.0	833.0	1713.0	902.0	1732.0	884.0	1762.0	807.0	1807.0	6	
IH	1	THING	481.0	1917.0	94.02	93.987	94.087	0.1	1	4	6	2	3	0			460.0	1936.0	497.0	1891.0	462.0	2095.0	460.0	2327.0	451.0	2413.0	5	
AA	1	CONCENTRATE	591.0	1171.0	94.6	94.58	94.64	0.06	5	4	4	2	6	5			868.0	1307.0	829.0	1287.0	469.0	1037.0	515.0	971.0	516.0	971.0	6	
EY	2	CONCENTRATE	593.0	1935.0	94.907	94.89	94.97	0.08	21	1	4	1	8	0			591.0	1903.0	593.0	1954.0	586.0	2070.0	564.0	2143.0	540.0	1891.0	6	
EH	1	PRIMARILY	533.0	1517.0	95.427	95.407	95.467	0.06	2	6	4	2	2	2			492.0	1387.0	498.0	1409.0	579.0	1658.0	592.0	1725.0	591.0	1724.0	6	
AA	1	ON	448.0	1780.0	95.664	95.637	95.717	0.08	5	4	4	2	0	0			455.0	1800.0	454.0	1794.0	452.0	1716.0	445.0	1654.0	450.0	1654.0	5	
IH	0	EDITING	508.0	2292.0	96.114	96.097	96.147	0.05	1	4	6	2	3	0			482.0	2284.0	482.0	2284.0	514.0	2334.0	491.0	2381.0	491.0	2381.0	6	
AH	1	UH	957.0	1489.0	100.447	100.357	100.627	0.27	6	0	0	0	0	0			961.0	1558.0	954.0	1486.0	933.0	1509.0	905.0	1524.0	932.0	1652.0	4	
AE	1	ACTUALLY	923.0	1922.0	101.938	101.915	101.984	0.069	3	1	6	1	0	4			971.0	1883.0	946.0	1896.0	895.0	1976.0	800.0	2074.0	762.0	2122.0	4	
AY	1	I	775.0	1548.0	102.294	102.254	102.335	0.081	41	0	0	0	0	0		m	624.0	1481.0	650.0	1437.0	719.0	1328.0	780.0	1550.0	794.0	1527.0	6	
AY	1	OHIO	842.0	1650.0	102.586	102.594	102.654	0.06	41	0	0	0	0	1		m	834.0	1654.0	749.0	1650.0	594.0	1609.0	738.0	1662.0	732.0	1639.0	5	
OW	0	OHIO	686.0	1431.0	102.661	102.654	102.715	0.061	63	0	0	0	0	0			686.0	1431.0	686.0	1430.0	664.0	1443.0	637.0	1472.0	631.0	1474.0	5	
EY	1	STATE	606.0	1976.0	102.873	102.855	102.934	0.079	21	1	4	1	3	0			602.0	1957.0	605.0	1983.0	591.0	2038.0	585.0	1999.0	583.0	1970.0	6	
AY	1	I	734.0	1776.0	103.004	102.975	103.034	0.059	41	0	0	0	0	0		m	679.0	1869.0	715.0	1831.0	697.0	1773.0	748.0	1758.0	740.0	1728.0	6	
ER	1	WORKED	568.0	960.0	103.132	103.115	103.165	0.05	94	1	6	1	9	3			564.0	904.0	564.0	904.0	567.0	1073.0	564.0	1260.0	564.0	1260.0	6	
AH	0	THE	554.0	1623.0	103.391	103.374	103.424	0.05	*	0	0	0	3	0			541.0	1678.0	541.0	1678.0	579.0	1628.0	587.0	1800.0	587.0	1800.0	6	
UW	1	NEWSPAPER	470.0	2037.0	103.461	103.454	103.534	0.08	73	3	4	2	4	5			470.0	2037.0	497.0	2027.0	517.0	2170.0	498.0	2222.0	468.0	2203.0	5	
EY	2	NEWSPAPER	561.0	2281.0	103.715	103.684	103.754	0.07	21	1	1	1	1	1			479.0	2320.0	508.0	2290.0	561.0	2281.0	559.0	2302.0	557.0	2262.0	4	
ER	0	NEWSPAPER	681.0	1414.0	103.894	103.844	103.995	0.151	94	0	0	0	1	0			485.0	1123.0	676.0	1412.0	674.0	1454.0	639.0	1457.0	579.0	1533.0	6	
AE	1	AND	801.0	1881.0	104.775	104.688	104.948	0.26	3	4	4	2	0	3			776.0	1959.0	800.0	1885.0	813.0	1823.0	813.0	1801.0	736.0	1783.0	4	
AY	1	I	859.0	1672.0	105.679	105.674	105.734	0.06	41	0	0	0	0	0		s	436.0	1469.0	681.0	1599.0	812.0	1700.0	718.0	1824.0	623.0	1666.0	6	
IH	0	DID	499.0	1862.0	105.821	105.804	105.854	0.05	1	1	4	2	3	0			478.0	1887.0	478.0	1887.0	524.0	1828.0	548.0	1786.0	548.0	1786.0	6	
AH	0	A	613.0	1514.0	105.914	105.884	105.974	0.09	*	0	0	0	0	0			608.0	1576.0	612.0	1534.0	603.0	1141.0	608.0	566.0	606.0	826.0	6	
AA	1	LOT	693.0	1072.0	106.034	106.004	106.094	0.09	5	1	4	1	7	0			651.0	944.0	680.0	1024.0	719.0	1165.0	744.0	1281.0	733.0	1329.0	5	
IH	1	INTERVIEWING	583.0	2295.0	106.541	106.524	106.574	0.05	1	4	4	2	0	5			551.0	2330.0	551.0	2330.0	617.0	2229.0	613.0	2135.0	613.0	2135.0	6	
UW	2	INTERVIEWING	503.0	2016.0	106.854	106.834	106.894	0.06	72	0	0	0	9	1			497.0	2073.0	498.0	2064.0	515.0	1945.0	558.0	1848.0	561.0	1844.0	6	
IH	0	INTERVIEWING	599.0	1927.0	106.927	106.894	106.994	0.1	1	4	6	2	0	0			604.0	1841.0	599.0	1901.0	605.0	2036.0	583.0	2234.0	564.0	2361.0	6	
AY	1	WRITING	758.0	1711.0	107.432	107.402	107.482	0.08	47	1	4	1	7	1		s	643.0	1304.0	714.0	1444.0	757.0	1683.0	731.0	1878.0	678.0	2012.0	6	
IH	0	WRITING	501.0	2187.0	107.529	107.512	107.562	0.05	1	4	6	2	3	0			494.0	2150.0	494.0	2150.0	522.0	2264.0	563.0	2389.0	563.0	2389.0	6	
EH	1	THERE	597.0	2118.0	107.702	107.672	107.762	0.09	2	6	4	2	3	0			576.0	2031.0	593.0	2115.0	612.0	2097.0	643.0	2020.0	648.0	1910.0	5	
AH	0	AND	664.0	1748.0	107.839	107.812	107.892	0.08	*	4	4	2	0	3			657.0	1683.0	665.0	1733.0	657.0	1783.0	640.0	1877.0	626.0	1897.0	5	
AY	1	I	640.0	1621.0	108.074	108.052	108.112	0.06	41	0	0	0	0	0		m	497.0	1616.0	495.0	1618.0	633.0	1621.0	613.0	1654.0	588.0	1681.0	5	
UW	1	MOVED	441.0	1189.0	108.222	108.202	108.262	0.06	72	3	2	2	2	3			418.0	1031.0	422.0	1054.0	462.0	1371.0	461.0	1578.0	460.0	1583.0	5	
AH	0	TO	693.0	1841.0	108.529	108.502	108.582	0.08	*	0	0	0	3	0			678.0	1890.0	665.0	1862.0	726.0	1829.0	654.0	1810.0	703.0	1801.0	6	
ER	0	EDITOR	685.0	1713.0	108.782	108.732	108.882	0.15	94	0	0	0	3	0			614.0	1736.0	677.0	1724.0	713.0	1660.0	702.0	1652.0	707.0	1605.0	6	
AE	1	AND	721.0	2062.0	109.553	109.52	109.62	0.1	3	4	4	2	0	3			719.0	2009.0	720.0	2054.0	729.0	2062.0	743.0	2040.0	729.0	2027.0	5	
IH	0	IT	586.0	2412.0	109.733	109.71	109.78	0.07	1	1	4	1	0	0			568.0	2382.0	576.0	2388.0	599.0	2448.0	609.0	2366.0	607.0	2326.0	4	
