s32, y, m, , , , 

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AA	1	HOT	897.0	1706.0	15.15	15.12	15.21	0.09	5	1	4	1	0	0			911.0	1715.0	872.0	1612.0	933.0	1677.0	920.0	1169.0	922.0	1311.0	4	
EH	1	EVERY	621.0	1912.0	24.583	24.553	24.643	0.09	2	3	2	2	0	1			501.0	1895.0	506.0	1888.0	514.0	1907.0	666.0	2119.0	711.0	2109.0	5	
AY	1	I	924.0	1586.0	24.914	24.903	24.973	0.07	41	0	0	0	0	0		m	538.0	1235.0	747.0	1434.0	871.0	1471.0	848.0	1732.0	855.0	1791.0	6	
AE	1	FAN	780.0	1844.0	25.083	25.063	25.123	0.06	3	4	4	2	1	0			744.0	1850.0	748.0	1851.0	813.0	1622.0	712.0	950.0	681.0	860.0	6	
AY	2	MYSELF	925.0	2016.0	25.245	25.213	25.283	0.07	47	3	4	1	2	1		m	808.0	2681.0	821.0	1979.0	923.0	1946.0	915.0	2089.0	750.0	2152.0	4	
IY	1	FEATURE	447.0	2179.0	26.405	26.382	26.452	0.07	11	2	5	1	1	1			401.0	2155.0	431.0	2169.0	449.0	2224.0	438.0	2274.0	433.0	2259.0	5	
AA	1	STOP	803.0	1581.0	27.191	27.174	27.224	0.05	5	1	1	1	3	0			785.0	1556.0	785.0	1556.0	812.0	1633.0	846.0	1795.0	846.0	1795.0	5	
EH	1	AHEAD	560.0	1925.0	27.531	27.514	27.564	0.05	2	1	4	2	0	0			565.0	1936.0	565.0	1936.0	598.0	1936.0	613.0	1909.0	613.0	1909.0	4	
AH	1	DOESN'T	622.0	1515.0	29.209	29.189	29.25	0.061	6	3	4	2	3	1			573.0	1519.0	585.0	1521.0	671.0	1422.0	726.0	1252.0	721.0	1211.0	6	
AE	1	MATTER	834.0	1702.0	29.453	29.419	29.52	0.101	3	1	4	1	2	1			774.0	1741.0	835.0	1697.0	840.0	1721.0	848.0	1765.0	837.0	1752.0	5	
ER	0	MATTER	632.0	1650.0	29.569	29.549	29.61	0.061	94	0	0	0	3	0			636.0	1717.0	637.0	1707.0	623.0	1483.0	613.0	1074.0	608.0	1013.0	5	
AY	1	I	878.0	1811.0	29.687	29.7	29.75	0.05	41	0	0	0	0	0			878.0	1811.0	862.0	1675.0	837.0	1652.0	782.0	1834.0	738.0	1888.0	4	
AY	1	MY	880.0	1789.0	29.983	29.98	30.059	0.079	41	0	0	0	2	0		m	561.0	1159.0	873.0	1743.0	727.0	1333.0	676.0	1821.0	643.0	1884.0	5	
IH	1	LISTENING	567.0	1501.0	30.506	30.489	30.54	0.051	1	3	4	1	7	4			558.0	1431.0	558.0	1431.0	571.0	1617.0	557.0	1677.0	557.0	1677.0	5	
OY	1	ANNOYING	638.0	997.0	31.386	31.36	31.439	0.079	61	0	0	0	4	1			609.0	1307.0	632.0	1117.0	635.0	825.0	678.0	787.0	703.0	800.0	6	
IH	0	ANNOYING	775.0	1729.0	31.469	31.439	31.529	0.09	1	4	6	2	0	0			911.0	1484.0	823.0	1700.0	715.0	1854.0	617.0	2026.0	559.0	2094.0	5	
EH	1	AS	627.0	1797.0	31.59	31.57	31.63	0.06	2	3	4	2	0	0			638.0	2105.0	639.0	2099.0	613.0	1427.0	584.0	1213.0	568.0	1208.0	6	
EH	1	HELL	844.0	2078.0	31.773	31.75	31.82	0.07	2	5	4	2	0	0			640.0	1733.0	755.0	1898.0	902.0	2027.0	953.0	2032.0	961.0	2041.0	6	
AE	1	YEAH	815.0	1813.0	32.17	32.147	32.217	0.07	3	0	0	0	9	0			693.0	1845.0	745.0	1831.0	893.0	1935.0	894.0	1896.0	902.0	1914.0	6	
AY	1	MY	808.0	961.0	32.597	32.558	32.638	0.08	41	0	0	0	2	0			432.0	595.0	573.0	612.0	783.0	803.0	829.0	1168.0	846.0	1693.0	6	
AA	1	APOLOGIES	656.0	713.0	32.768	32.748	32.808	0.06	5	5	4	2	1	2			734.0	1108.0	720.0	1051.0	664.0	706.0	641.0	693.0	636.0	691.0	6	
AH	0	APOLOGIES	704.0	1172.0	32.858	32.838	32.898	0.06	*	2	5	2	7	1			726.0	921.0	724.0	950.0	650.0	1468.0	628.0	1759.0	674.0	1893.0	4	
IY	0	APOLOGIES	481.0	1939.0	32.965	32.948	32.998	0.05	11	3	4	2	5	0			470.0	1968.0	470.0	1968.0	488.0	1927.0	479.0	1919.0	479.0	1919.0	5	
AH	0	ADVANCE	540.0	1920.0	33.128	33.108	33.168	0.06	*	1	4	2	0	4			537.0	1929.0	537.0	1928.0	543.0	1907.0	534.0	1899.0	531.0	1900.0	5	
ER	1	WE'RE	604.0	1673.0	72.741	72.724	72.774	0.05	94	0	0	0	9	0			623.0	1762.0	623.0	1762.0	571.0	1588.0	506.0	1686.0	506.0	1686.0	4	
AH	1	FUN	666.0	927.0	73.261	73.244	73.294	0.05	6	4	4	2	1	0			704.0	1264.0	704.0	1264.0	644.0	583.0	765.0	1233.0	765.0	1233.0	5	
AH	1	STUFF	808.0	1765.0	73.517	73.494	73.564	0.07	6	3	2	1	3	0			813.0	2054.0	799.0	1706.0	836.0	2169.0	833.0	2823.0	839.0	2830.0	4	
AO	1	ALL	630.0	1054.0	73.654	73.634	73.694	0.06	53	5	4	2	0	0			790.0	2227.0	762.0	2026.0	591.0	595.0	634.0	922.0	646.0	1033.0	5	
AY	1	TIME	949.0	1796.0	73.932	73.934	74.044	0.11	41	4	1	2	3	0		m	967.0	1838.0	727.0	1269.0	547.0	645.0	709.0	1243.0	747.0	1488.0	6	
AA	1	PREDOMINANTLY	789.0	1105.0	74.437	74.414	74.484	0.07	5	4	1	2	3	2			773.0	1498.0	781.0	1373.0	702.0	689.0	674.0	598.0	686.0	602.0	6	
IY	0	PREDOMINANTLY	489.0	2069.0	74.754	74.734	74.794	0.06	12	0	0	0	8	0			511.0	2012.0	508.0	2025.0	498.0	2105.0	498.0	2117.0	498.0	2117.0	5	
IH	0	IT'S	516.0	2125.0	74.817	74.794	74.864	0.07	1	1	4	1	0	3			510.0	2154.0	515.0	2146.0	535.0	2070.0	525.0	1991.0	521.0	1979.0	4	
EY	1	WAY	530.0	1796.0	75.456	75.444	75.504	0.06	22	0	0	0	9	0			530.0	1796.0	524.0	1883.0	491.0	2100.0	467.0	2161.0	465.0	2165.0	5	
AH	1	MUCH	717.0	1612.0	75.691	75.674	75.724	0.05	6	2	5	1	2	0			729.0	2188.0	729.0	2188.0	604.0	2160.0	532.0	2079.0	532.0	2079.0	5	
AE	1	PERSONALITY	867.0	1802.0	76.557	76.524	76.624	0.1	3	5	4	2	4	2			749.0	1381.0	883.0	1851.0	750.0	1419.0	767.0	1441.0	369.0	723.0	6	
OW	1	OH	702.0	1801.0	98.729	98.721	98.861	0.14	63	0	0	0	0	0			1030.0	2407.0	705.0	1704.0	890.0	1914.0	967.0	1935.0	919.0	2247.0	5	
AY	1	I	864.0	1785.0	104.381	104.354	104.414	0.06	41	0	0	0	0	0		m	862.0	1869.0	848.0	1680.0	856.0	1748.0	857.0	1799.0	841.0	1785.0	4	
AO	1	ALBANY	636.0	730.0	104.674	104.644	104.734	0.09	53	5	4	2	0	5			616.0	725.0	630.0	727.0	647.0	728.0	638.0	642.0	613.0	618.0	6	
IY	0	ALBANY	511.0	2237.0	104.924	104.904	104.964	0.06	12	0	0	0	4	0			489.0	2158.0	497.0	2179.0	511.0	2296.0	503.0	2210.0	503.0	2201.0	5	
UW	1	COOL	504.0	575.0	105.474	105.444	105.534	0.09	72	5	4	2	6	0			585.0	1042.0	498.0	574.0	510.0	579.0	541.0	592.0	544.0	590.0	5	
AY	1	I	876.0	1780.0	108.834	108.817	108.877	0.06	41	0	0	0	0	0		m	708.0	1895.0	694.0	1781.0	888.0	1782.0	864.0	1837.0	861.0	1884.0	6	
IH	0	IN	593.0	1993.0	109.314	109.297	109.347	0.05	1	4	4	2	0	0			587.0	1902.0	587.0	1902.0	511.0	2003.0	495.0	2064.0	495.0	2064.0	6	
AE	1	YEAH	536.0	1973.0	111.475	111.418	111.588	0.17	3	0	0	0	9	0			577.0	2009.0	548.0	1991.0	507.0	1872.0	552.0	1843.0	699.0	1765.0	4	
AH	1	WAS	681.0	1495.0	126.576	126.556	126.616	0.06	6	3	4	2	9	0			791.0	1972.0	756.0	1841.0	624.0	1480.0	661.0	1990.0	661.0	1982.0	5	
AY	1	FIVE	841.0	1739.0	126.747	126.746	126.936	0.19	41	3	2	2	1	0		s	826.0	1624.0	674.0	647.0	788.0	1748.0	877.0	2262.0	763.0	2079.0	5	
AE	1	THAT	773.0	1859.0	127.099	127.076	127.146	0.07	3	1	4	1	3	0			764.0	1855.0	771.0	1890.0	793.0	1838.0	801.0	1854.0	806.0	1876.0	5	
EY	1	MAKES	530.0	2000.0	127.278	127.266	127.316	0.05	21	1	6	1	2	3			1539.0	nan	1539.0	nan	1037.0	3266.0	432.0	2157.0	432.0	2157.0	4	
IY	0	TWENTY	526.0	2267.0	127.699	127.666	127.766	0.1	12	0	0	0	4	0			526.0	2074.0	515.0	2217.0	542.0	2418.0	446.0	2319.0	447.0	2364.0	5	
EH	1	WENT	754.0	2164.0	132.652	132.632	132.692	0.06	2	4	4	2	9	3			838.0	2308.0	830.0	2295.0	640.0	2145.0	559.0	1993.0	556.0	1980.0	4	
UW	1	TO	671.0	2334.0	132.939	132.932	133.272	0.34	73	0	0	0	3	0			447.0	2033.0	433.0	2028.0	462.0	2083.0	486.0	2139.0	618.0	2166.0	4	
ER	1	WORTHINGTON	509.0	679.0	133.887	133.864	133.934	0.07	94	3	3	2	9	2			513.0	623.0	511.0	649.0	514.0	757.0	519.0	1206.0	516.0	1443.0	5	
AY	1	HIGH	830.0	1667.0	134.272	134.284	134.374	0.09	41	0	0	0	0	0		m	830.0	1665.0	590.0	1281.0	653.0	1060.0	653.0	1447.0	514.0	1446.0	6	
AE	1	AND	515.0	2048.0	135.293	135.27	135.34	0.07	3	4	4	2	0	3			497.0	2051.0	492.0	2049.0	513.0	2044.0	519.0	1986.0	521.0	1961.0	4	
IH	1	IN	544.0	2085.0	136.006	135.949	136.119	0.17	1	4	4	2	0	0			556.0	2076.0	547.0	2087.0	543.0	2048.0	564.0	1858.0	512.0	810.0	6	
IY	0	THE	478.0	2054.0	136.55	136.527	136.597	0.07	12	0	0	0	3	0			547.0	1705.0	469.0	1867.0	467.0	2090.0	478.0	1398.0	491.0	1068.0	6	
AY	1	MY	772.0	1909.0	136.867	136.827	136.907	0.08	41	0	0	0	2	0		m	500.0	2219.0	705.0	2230.0	737.0	2136.0	632.0	2025.0	525.0	1988.0	5	
ER	1	THIRD	530.0	1816.0	137.04	137.007	137.107	0.1	94	1	4	2	3	0			589.0	1521.0	531.0	1807.0	525.0	1801.0	516.0	1818.0	500.0	1880.0	6	
IH	1	YEAR	429.0	2046.0	137.207	137.187	137.247	0.06	14	6	4	2	9	0			424.0	2044.0	425.0	2043.0	441.0	2061.0	451.0	2030.0	450.0	2023.0	5	
EY	1	BECAME	578.0	2215.0	137.635	137.587	137.727	0.14	21	4	1	2	6	0			374.0	2260.0	483.0	2293.0	556.0	2318.0	582.0	2284.0	533.0	2128.0	6	
ER	1	WORTHINGTON	651.0	1781.0	137.927	137.907	137.967	0.06	94	3	3	2	9	2			687.0	1750.0	683.0	1751.0	590.0	1888.0	518.0	1974.0	514.0	1971.0	4	
AY	1	HIGH	974.0	1910.0	139.2	139.212	139.292	0.08	41	0	0	0	0	0		m	973.0	1919.0	900.0	1676.0	817.0	1842.0	768.0	1893.0	634.0	1963.0	5	
AE	1	AND	779.0	1859.0	139.612	139.582	139.672	0.09	3	4	4	2	0	3			812.0	1493.0	811.0	1822.0	769.0	1902.0	761.0	1888.0	749.0	1887.0	5	
AA	1	THOMAS	865.0	1929.0	139.895	139.872	139.942	0.07	5	4	1	2	3	1			909.0	1950.0	887.0	1933.0	858.0	1892.0	733.0	1545.0	664.0	1261.0	5	
AH	0	THOMAS	604.0	1091.0	140.002	139.982	140.042	0.06	*	3	4	1	2	0			561.0	1114.0	559.0	1051.0	586.0	816.0	741.0	1650.0	769.0	1768.0	5	
ER	1	WORTHINGTON	610.0	1794.0	140.189	140.172	140.222	0.05	94	3	3	2	9	2			681.0	1767.0	681.0	1767.0	582.0	1905.0	553.0	1955.0	553.0	1955.0	4	
IH	0	WORTHINGTON	537.0	1983.0	140.269	140.252	140.302	0.05	1	4	6	2	3	4			492.0	2060.0	492.0	2060.0	518.0	2076.0	520.0	2031.0	520.0	2031.0	5	
AE	1	AND	592.0	2078.0	142.291	142.254	142.364	0.11	3	4	4	2	0	3			914.0	2499.0	625.0	2090.0	535.0	2080.0	545.0	2083.0	541.0	2025.0	4	
AY	1	I	783.0	1510.0	142.681	142.654	142.714	0.06	41	0	0	0	0	0			710.0	1347.0	736.0	1154.0	750.0	2050.0	626.0	1894.0	582.0	1992.0	4	
ER	1	FIRST	603.0	1527.0	143.171	143.144	143.224	0.08	94	3	4	1	1	3			896.0	2351.0	582.0	1486.0	593.0	1696.0	545.0	1882.0	522.0	1941.0	3	
AE	1	GRADUATING	648.0	1962.0	143.424	143.404	143.464	0.06	3	2	5	2	8	2			643.0	1921.0	644.0	1937.0	631.0	1919.0	583.0	1882.0	581.0	1884.0	4	
UW	0	GRADUATING	497.0	1951.0	143.557	143.534	143.604	0.07	72	0	0	0	5	2			614.0	2076.0	481.0	1954.0	511.0	1642.0	475.0	861.0	486.0	917.0	5	
IH	0	GRADUATING	528.0	2026.0	143.681	143.664	143.714	0.05	1	4	6	2	3	0			506.0	2041.0	506.0	2041.0	621.0	2169.0	576.0	2301.0	576.0	2301.0	4	
AE	1	CLASS	846.0	1928.0	143.977	143.934	144.064	0.13	3	3	4	1	8	0			843.0	2009.0	835.0	1925.0	867.0	1927.0	839.0	1904.0	883.0	2010.0	5	
AH	1	OF	570.0	1554.0	144.214	144.194	144.254	0.06	6	3	2	2	0	0			519.0	1582.0	524.0	1568.0	619.0	1804.0	589.0	1439.0	587.0	1433.0	5	
AE	1	BRAND	630.0	1935.0	144.987	144.964	145.034	0.07	3	4	4	2	8	3			635.0	1825.0	633.0	1888.0	631.0	1972.0	636.0	2012.0	642.0	2021.0	6	
UW	1	NEW	473.0	1962.0	145.174	145.154	145.214	0.06	72	0	0	0	9	0			486.0	1960.0	487.0	1959.0	485.0	1991.0	456.0	2069.0	450.0	2064.0	5	
UW	1	SCHOOL	492.0	610.0	145.461	145.444	145.494	0.05	72	5	4	2	6	0			476.0	624.0	476.0	624.0	505.0	596.0	517.0	588.0	517.0	588.0	5	
EY	1	THEY	641.0	1813.0	145.726	145.714	145.784	0.07	22	0	0	0	3	0			641.0	1813.0	614.0	1788.0	594.0	1915.0	544.0	2006.0	534.0	2024.0	5	
OW	1	OLD	492.0	1093.0	146.424	146.404	146.484	0.08	62	5	4	2	0	3			487.0	1431.0	493.0	1051.0	517.0	688.0	534.0	591.0	536.0	567.0	6	
OW	2	OVERFLOWED	783.0	1724.0	147.16	147.144	147.224	0.08	62	3	2	2	0	2			861.0	1975.0	705.0	1521.0	531.0	746.0	486.0	596.0	479.0	572.0	5	
ER	0	OVERFLOWED	573.0	745.0	147.307	147.284	147.354	0.07	94	3	2	1	1	1			639.0	833.0	585.0	769.0	589.0	806.0	537.0	810.0	524.0	794.0	5	
OW	1	OVERFLOWED	568.0	717.0	147.533	147.524	147.604	0.08	62	1	4	2	8	0			568.0	717.0	562.0	740.0	536.0	761.0	531.0	748.0	528.0	781.0	5	
IH	0	BEYOND	470.0	1993.0	147.744	147.724	147.784	0.06	1	0	0	0	1	1			451.0	1924.0	454.0	1939.0	473.0	2028.0	475.0	2072.0	479.0	2075.0	6	
AA	1	BEYOND	657.0	1866.0	147.814	147.784	147.874	0.09	5	4	4	2	0	3			556.0	1996.0	608.0	1930.0	671.0	1226.0	514.0	624.0	529.0	646.0	6	
AO	1	ALL	645.0	606.0	148.202	148.162	148.282	0.12	53	5	4	2	0	0			941.0	2092.0	686.0	913.0	588.0	610.0	616.0	558.0	594.0	540.0	6	
IY	1	WE	554.0	2043.0	150.53	150.513	150.563	0.05	12	0	0	0	9	0			576.0	2039.0	576.0	2039.0	514.0	2039.0	439.0	2063.0	439.0	2063.0	3	
AO	1	CALLED	515.0	632.0	150.673	150.653	150.713	0.06	53	5	4	2	6	3			574.0	961.0	558.0	897.0	549.0	630.0	543.0	626.0	542.0	624.0	6	
IH	0	IT	529.0	1817.0	150.823	150.793	150.883	0.09	1	1	4	1	0	0			537.0	1805.0	532.0	1818.0	521.0	1834.0	514.0	1893.0	500.0	1882.0	5	
AH	1	THE	681.0	1468.0	151.14	150.993	151.433	0.44	6	0	0	0	3	0			660.0	1673.0	681.0	1468.0	753.0	1643.0	756.0	1656.0	743.0	1736.0	5	
AA	1	TAJ	836.0	1512.0	151.666	151.633	151.733	0.1	5	3	5	2	3	0			872.0	1833.0	856.0	1621.0	761.0	1137.0	600.0	828.0	756.0	1801.0	5	
AH	0	MAHAL	597.0	613.0	151.85	151.833	151.883	0.05	*	3	0	1	2	1			612.0	622.0	612.0	622.0	620.0	613.0	734.0	1023.0	734.0	1023.0	6	
AA	1	MAHAL	595.0	994.0	151.97	151.953	152.003	0.05	5	5	4	2	0	0			684.0	1316.0	684.0	1316.0	498.0	558.0	508.0	558.0	508.0	558.0	5	
EY	1	THEY'D	733.0	2322.0	152.711	152.699	152.759	0.06	21	1	4	2	3	0			733.0	2322.0	726.0	2310.0	604.0	2102.0	548.0	2006.0	543.0	1994.0	4	
AH	0	OF	465.0	1437.0	153.416	153.399	153.449	0.05	*	3	2	2	0	0			459.0	1433.0	459.0	1433.0	474.0	1492.0	490.0	1629.0	490.0	1629.0	5	
EY	1	INFORMATION	643.0	1886.0	153.762	153.749	153.849	0.1	21	3	5	1	2	1			561.0	1921.0	544.0	1967.0	548.0	1989.0	514.0	2009.0	494.0	1997.0	6	
IH	0	INTO	601.0	1905.0	154.072	154.049	154.119	0.07	1	4	4	2	0	4			460.0	1972.0	472.0	1948.0	498.0	1903.0	490.0	1898.0	478.0	1890.0	5	
IH	0	IT	523.0	2072.0	154.269	154.249	154.309	0.06	1	1	4	1	0	0			544.0	2030.0	546.0	2034.0	489.0	2061.0	483.0	1987.0	488.0	1985.0	4	
ER	0	OR	585.0	1405.0	154.69	154.653	154.763	0.11	94	0	0	0	0	0			570.0	1464.0	565.0	1278.0	549.0	1401.0	505.0	1335.0	506.0	1246.0	6	
AH	1	MONEY	548.0	642.0	155.313	155.293	155.353	0.06	6	4	4	2	2	1			553.0	628.0	553.0	630.0	538.0	635.0	534.0	615.0	532.0	614.0	6	
IY	0	MONEY	491.0	2140.0	155.426	155.403	155.473	0.07	12	0	0	0	4	0			498.0	2065.0	506.0	2089.0	471.0	2259.0	457.0	2476.0	451.0	2519.0	4	
AE	1	AND	584.0	2018.0	156.29	156.26	156.35	0.09	3	4	4	2	0	3			584.0	2031.0	582.0	2019.0	554.0	2014.0	541.0	1960.0	526.0	1954.0	4	
IH	1	PRETTY	457.0	2072.0	157.829	157.796	157.896	0.1	1	1	4	1	8	1			469.0	2011.0	457.0	2056.0	441.0	2103.0	440.0	2131.0	457.0	2144.0	5	
IY	0	PRETTY	379.0	2321.0	157.979	157.946	158.046	0.1	12	0	0	0	3	0			394.0	2195.0	380.0	2290.0	399.0	2412.0	480.0	2496.0	540.0	2531.0	5	
AH	1	FUN	582.0	657.0	159.043	159.026	159.076	0.05	6	4	4	2	1	0			530.0	655.0	530.0	655.0	618.0	669.0	626.0	645.0	626.0	645.0	6	
ER	1	FIRST	640.0	1626.0	159.426	159.406	159.466	0.06	94	3	4	1	1	3			765.0	nan	732.0	nan	607.0	1705.0	555.0	1843.0	546.0	1865.0	3	
AE	1	CLASS	755.0	1506.0	159.666	159.646	159.706	0.06	3	3	4	1	8	0			760.0	1586.0	759.0	1567.0	746.0	1465.0	705.0	1192.0	701.0	1196.0	5	
UW	1	SCHOOL	488.0	582.0	160.043	160.026	160.076	0.05	72	5	4	2	6	0			542.0	864.0	542.0	864.0	515.0	585.0	531.0	567.0	531.0	567.0	5	
AE	1	BRAND	664.0	1956.0	160.693	160.666	160.746	0.08	3	4	4	2	8	3			592.0	1872.0	627.0	1952.0	746.0	1934.0	841.0	1922.0	863.0	1897.0	5	
UW	1	NEW	486.0	1945.0	160.953	160.916	161.026	0.11	72	0	0	0	9	0			506.0	2012.0	491.0	1966.0	486.0	1900.0	522.0	1807.0	610.0	1967.0	5	
OW	1	SO	707.0	1534.0	178.876	178.869	178.949	0.08	63	0	0	0	3	0			707.0	1534.0	598.0	971.0	545.0	731.0	530.0	920.0	537.0	1175.0	6	
AY	1	STYLISH	905.0	2130.0	179.078	179.079	179.189	0.11	41	5	4	2	3	1		m	825.0	2098.0	818.0	1872.0	849.0	1884.0	799.0	1962.0	702.0	1987.0	5	
IH	0	STYLISH	618.0	1970.0	179.266	179.239	179.319	0.08	1	3	5	1	7	0			515.0	1206.0	600.0	1705.0	650.0	1984.0	801.0	2081.0	833.0	2096.0	6	
IH	0	IS	418.0	1945.0	187.365	187.328	187.438	0.11	1	3	4	2	0	0			445.0	1907.0	423.0	1944.0	404.0	1923.0	406.0	1985.0	387.0	1959.0	5	
IY	1	PEOPLE	411.0	2171.0	187.915	187.898	187.948	0.05	11	1	1	1	1	1			397.0	2181.0	397.0	2181.0	412.0	2132.0	420.0	2029.0	420.0	2029.0	6	
AH	0	TO	504.0	1828.0	189.005	188.988	189.038	0.05	*	0	0	0	3	0			495.0	1863.0	495.0	1863.0	478.0	1814.0	405.0	1833.0	405.0	1833.0	5	
UW	1	SCHOOL	494.0	1303.0	189.255	189.228	189.308	0.08	72	5	4	2	6	0			700.0	1950.0	502.0	1236.0	587.0	1749.0	751.0	2423.0	908.0	3329.0	4	
IY	0	THE	443.0	1986.0	190.195	190.175	190.235	0.06	12	0	0	0	3	0			503.0	2201.0	478.0	2210.0	379.0	2270.0	416.0	2186.0	418.0	2176.0	6	
AE	1	ATTITUDE	643.0	1993.0	190.255	190.235	190.295	0.06	3	1	4	1	0	2			626.0	2056.0	630.0	2048.0	688.0	1922.0	770.0	1830.0	778.0	1821.0	6	
AH	0	ATTITUDE	535.0	1881.0	190.342	190.325	190.375	0.05	*	1	4	1	3	1			528.0	1889.0	528.0	1889.0	519.0	1883.0	565.0	2019.0	565.0	2019.0	4	
AE	1	FAST	751.0	1856.0	191.125	191.075	191.225	0.15	3	3	4	1	1	3			702.0	1854.0	750.0	1854.0	798.0	1854.0	815.0	1874.0	874.0	1848.0	6	
AY	0	IDEA	776.0	1768.0	196.779	196.772	196.862	0.09	41	1	4	2	0	2		m	590.0	1647.0	774.0	1772.0	738.0	1729.0	653.0	1838.0	614.0	1940.0	6	
AH	0	IDEA	718.0	2278.0	196.999	196.972	197.052	0.08	*	0	0	0	0	0			495.0	2150.0	702.0	2301.0	572.0	2038.0	455.0	1946.0	481.0	1977.0	4	
AY	1	I	639.0	1645.0	197.224	197.212	197.282	0.07	41	0	0	0	0	0		s	495.0	559.0	572.0	1244.0	636.0	1664.0	577.0	1877.0	550.0	2000.0	6	
OW	1	GO	553.0	1619.0	197.34	197.322	197.392	0.07	63	0	0	0	6	0			541.0	1752.0	553.0	1619.0	564.0	974.0	586.0	1150.0	593.0	1258.0	6	
AH	0	TO	647.0	1189.0	197.465	197.422	197.552	0.13	*	0	0	0	3	0			568.0	1116.0	643.0	1193.0	644.0	982.0	615.0	712.0	650.0	714.0	6	
OW	0	OHIO	791.0	2030.0	197.559	197.552	197.612	0.06	62	3	0	1	0	2			791.0	2030.0	790.0	2029.0	777.0	2020.0	724.0	2009.0	706.0	2011.0	4	
AY	1	OHIO	907.0	1856.0	197.681	197.682	197.742	0.06	41	0	0	0	0	1		m	953.0	1925.0	917.0	1864.0	834.0	1822.0	800.0	1464.0	697.0	1159.0	6	
OW	0	OHIO	702.0	1950.0	197.749	197.742	197.792	0.05	63	0	0	0	0	0			702.0	1949.0	702.0	1949.0	598.0	1926.0	592.0	1900.0	592.0	1900.0	5	
EY	1	STATE	511.0	2022.0	197.963	197.942	198.052	0.11	21	1	4	1	3	0			483.0	2011.0	489.0	2067.0	478.0	2213.0	453.0	2319.0	425.0	2463.0	4	
EH	1	YES	601.0	2037.0	198.155	198.132	198.202	0.07	2	3	4	1	9	0			548.0	2107.0	573.0	2064.0	643.0	1984.0	635.0	1879.0	626.0	1871.0	4	
ER	1	EARLIER	628.0	1356.0	200.034	199.984	200.134	0.15	94	5	4	2	0	2			580.0	1387.0	626.0	1349.0	599.0	1322.0	558.0	1223.0	553.0	1238.0	6	
ER	0	EARLIER	499.0	1968.0	200.274	200.244	200.334	0.09	94	0	0	0	0	0			512.0	1996.0	498.0	1986.0	537.0	1896.0	613.0	1886.0	553.0	1383.0	6	
OW	1	THOUGH	645.0	1908.0	200.415	200.374	200.554	0.18	63	0	0	0	3	0			465.0	1969.0	592.0	2204.0	790.0	2288.0	906.0	2651.0	881.0	2400.0	5	
