s27, o, f, , , , 

vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	norm_F1@20%	norm_F2@20%	norm_F1@35%	norm_F2@35%	norm_F1@50%	norm_F2@50%	norm_F1@65%	norm_F2@65%	norm_F1@80%	norm_F2@80%	nFormants
AY	1	I	915.0	1582.0	10.997	10.98	11.05	0.07	41	0	0	0	0	0			1223.0	1929.0	906.0	1503.0	910.0	1617.0	791.0	1845.0	636.0	2078.0	5	
IY	1	SEE	415.0	2336.0	11.297	11.27	11.35	0.08	12	0	0	0	3	0			447.0	2197.0	428.0	2286.0	396.0	2427.0	393.0	2505.0	393.0	2522.0	6	
AH	0	AWAY	812.0	1286.0	11.637	11.61	11.69	0.08	*	0	1	2	0	1			813.0	1286.0	810.0	1284.0	842.0	1230.0	871.0	1031.0	888.0	2286.0	3	
EY	1	AWAY	741.0	1633.0	11.849	11.76	12.01	0.25	22	0	0	0	9	0			722.0	1454.0	738.0	1602.0	721.0	1658.0	633.0	1700.0	490.0	1803.0	5	
IH	1	WISH	531.0	1482.0	19.594	19.577	19.627	0.05	1	3	5	1	9	0			523.0	1375.0	523.0	1375.0	539.0	1672.0	533.0	1936.0	533.0	1936.0	5	
EH	1	WEAR	583.0	1012.0	19.92	19.897	19.967	0.07	2	6	4	2	9	0			577.0	935.0	581.0	968.0	585.0	1114.0	584.0	1295.0	584.0	1339.0	6	
AA	1	CONTACTS	852.0	1378.0	20.137	20.107	20.197	0.09	5	4	4	2	6	4			743.0	1484.0	827.0	1401.0	854.0	1346.0	882.0	1386.0	889.0	1415.0	6	
AE	2	CONTACTS	761.0	1650.0	20.377	20.327	20.477	0.15	3	1	6	1	3	3			596.0	1714.0	749.0	1659.0	753.0	1652.0	722.0	1652.0	746.0	1645.0	6	
OW	1	NO	774.0	1628.0	22.286	22.218	22.508	0.29	63	0	0	0	4	0			741.0	1689.0	815.0	1572.0	822.0	1469.0	665.0	1313.0	519.0	1154.0	5	
AH	1	BECAUSE	657.0	1658.0	22.899	22.822	23.052	0.23	6	3	4	2	6	0			689.0	1543.0	659.0	1656.0	619.0	1654.0	554.0	1400.0	650.0	1461.0	5	
AY	1	I	614.0	2000.0	23.299	23.292	23.342	0.05	41	0	0	0	0	0		m	1157.0	2104.0	1038.0	2053.0	529.0	2033.0	513.0	2129.0	504.0	2149.0	5	
AY	1	I	759.0	1517.0	25.191	25.134	25.284	0.15	41	0	0	0	0	0		m	1329.0	2541.0	708.0	1464.0	758.0	1528.0	706.0	1587.0	622.0	1625.0	5	
OW	1	YKNOW	697.0	1805.0	25.632	25.597	25.737	0.14	63	0	0	0	4	0			597.0	1855.0	709.0	1775.0	791.0	1617.0	812.0	1482.0	768.0	1368.0	5	
UH	1	LOOK	665.0	1373.0	25.83	25.797	25.897	0.1	7	1	6	1	7	0			650.0	1309.0	665.0	1357.0	659.0	1429.0	617.0	1503.0	548.0	1553.0	6	
AE	1	GLASSES	934.0	1399.0	26.438	26.395	26.525	0.13	3	3	4	1	8	1			883.0	1214.0	930.0	1375.0	938.0	1460.0	946.0	1454.0	956.0	1442.0	6	
AH	1	CUT	739.0	1609.0	26.965	26.935	27.025	0.09	6	1	4	1	6	0			1310.0	1981.0	712.0	1613.0	758.0	1630.0	730.0	1674.0	688.0	1693.0	5	
IH	1	IN	513.0	2225.0	27.105	27.065	27.185	0.12	1	4	4	2	0	0			513.0	2105.0	507.0	2228.0	549.0	2132.0	617.0	2026.0	632.0	1880.0	5	
AY	1	RIGHT	663.0	1612.0	27.389	27.375	27.465	0.09	47	1	4	1	7	0			614.0	1454.0	658.0	1570.0	643.0	1749.0	575.0	2014.0	528.0	2218.0	5	
IY	1	HERE	416.0	2425.0	27.565	27.505	27.685	0.18	14	6	4	2	0	0			297.0	2495.0	406.0	2446.0	440.0	1968.0	492.0	1988.0	563.0	1956.0	6	
AE	1	THAT'S	709.0	1602.0	28.102	28.085	28.135	0.05	3	1	4	1	3	3			688.0	1598.0	688.0	1598.0	727.0	1609.0	726.0	1609.0	726.0	1609.0	5	
IH	1	IRRITATING	437.0	2163.0	28.272	28.245	28.325	0.08	14	6	4	2	0	2			452.0	2049.0	426.0	2120.0	435.0	2199.0	487.0	2082.0	497.0	1952.0	6	
AH	0	IRRITATING	510.0	1671.0	28.412	28.395	28.445	0.05	*	1	4	1	7	2			512.0	1653.0	512.0	1653.0	503.0	1692.0	489.0	1749.0	489.0	1749.0	5	
EY	2	IRRITATING	528.0	2097.0	28.598	28.555	28.685	0.13	21	1	4	1	3	1			438.0	2053.0	526.0	2085.0	517.0	2179.0	483.0	2260.0	456.0	2242.0	5	
IH	0	IRRITATING	507.0	2152.0	28.748	28.725	28.795	0.07	1	4	6	2	3	0			484.0	2084.0	503.0	2124.0	501.0	2224.0	477.0	2298.0	468.0	2307.0	5	
AO	1	ALL	951.0	1579.0	49.637	49.62	49.67	0.05	53	5	4	2	0	0			1098.0	1691.0	1098.0	1691.0	840.0	1504.0	802.0	1464.0	802.0	1464.0	6	
AY	1	RIGHT	822.0	1360.0	49.718	49.73	49.88	0.15	47	1	4	1	7	0			810.0	1354.0	781.0	1360.0	744.0	1424.0	737.0	1570.0	694.0	1735.0	6	
AY	1	I	958.0	1293.0	55.412	55.377	55.467	0.09	41	0	0	0	0	0		s	666.0	1359.0	882.0	1279.0	956.0	1297.0	933.0	1300.0	883.0	1330.0	6	
AA	1	WASN'T	696.0	1002.0	55.594	55.567	55.647	0.08	5	3	4	2	9	1			626.0	849.0	666.0	923.0	734.0	1168.0	735.0	1396.0	706.0	1469.0	6	
AH	0	WASN'T	554.0	1411.0	55.734	55.717	55.767	0.05	*	4	4	2	3	3			538.0	1457.0	538.0	1457.0	614.0	1400.0	703.0	1401.0	703.0	1401.0	5	
AO	1	BORN	480.0	488.0	55.94	55.917	55.987	0.07	64	6	4	2	1	3			502.0	495.0	493.0	507.0	476.0	487.0	548.0	525.0	563.0	539.0	6	
IY	1	HERE	384.0	2425.0	56.214	56.187	56.267	0.08	14	6	4	2	0	0			348.0	2322.0	369.0	2424.0	419.0	2273.0	479.0	2003.0	514.0	1934.0	6	
AH	1	WAS	608.0	1477.0	56.547	56.527	56.587	0.06	6	3	4	2	9	0			621.0	1415.0	620.0	1424.0	582.0	1557.0	527.0	1641.0	525.0	1643.0	6	
EY	1	RAISED	545.0	1749.0	56.775	56.747	56.877	0.13	21	3	4	2	7	3			542.0	1615.0	544.0	1839.0	533.0	2050.0	490.0	2207.0	467.0	1983.0	6	
AE	1	AND	763.0	1898.0	57.992	57.975	58.025	0.05	3	4	4	2	0	3			757.0	1917.0	757.0	1917.0	770.0	1858.0	791.0	1797.0	791.0	1797.0	6	
AY	1	I	903.0	1469.0	58.144	58.085	58.205	0.12	41	0	0	0	0	0		s	771.0	1714.0	864.0	1620.0	896.0	1476.0	894.0	1516.0	811.0	1597.0	5	
EY	1	RAISED	520.0	1962.0	58.468	58.435	58.515	0.08	21	3	4	2	7	3			515.0	1778.0	517.0	1863.0	517.0	1999.0	485.0	1991.0	471.0	2011.0	6	
OW	1	MOST	629.0	1085.0	58.798	58.785	58.855	0.07	62	3	4	1	2	0			627.0	1077.0	636.0	1118.0	639.0	1277.0	590.0	1393.0	572.0	1407.0	5	
AY	1	MY	824.0	1254.0	59.069	59.035	59.105	0.07	41	0	0	0	2	0		s	488.0	946.0	577.0	865.0	767.0	1065.0	841.0	1307.0	874.0	1382.0	6	
AY	1	LIFE	923.0	1265.0	59.249	59.175	59.335	0.16	47	3	2	1	7	0			726.0	1063.0	885.0	1176.0	920.0	1242.0	897.0	1377.0	813.0	1682.0	5	
EY	1	BABY	550.0	2349.0	62.216	62.161	62.321	0.16	21	1	1	2	1	1			517.0	2043.0	549.0	2310.0	532.0	2470.0	471.0	2591.0	449.0	2671.0	4	
IY	0	BABY	435.0	2348.0	62.384	62.361	62.431	0.07	12	0	0	0	1	0			435.0	2201.0	436.0	2274.0	435.0	2462.0	432.0	2531.0	428.0	2540.0	6	
OW	1	YKNOW	695.0	1843.0	63.697	63.647	63.857	0.21	63	0	0	0	4	0			622.0	1910.0	728.0	1787.0	747.0	1609.0	729.0	1390.0	620.0	1050.0	5	
AH	1	UNDER	890.0	1514.0	64.407	64.38	64.46	0.08	6	4	4	2	0	4			943.0	1499.0	921.0	1500.0	862.0	1570.0	791.0	1682.0	746.0	1713.0	5	
ER	0	UNDER	536.0	1624.0	64.63	64.58	64.73	0.15	94	0	0	0	3	0			513.0	1798.0	535.0	1662.0	532.0	1528.0	526.0	1448.0	513.0	1177.0	5	
AH	1	ONE	825.0	1096.0	64.94	64.87	65.08	0.21	6	4	4	2	9	0			652.0	736.0	817.0	1069.0	863.0	1325.0	699.0	1005.0	877.0	1619.0	6	
AY	1	I	985.0	1389.0	67.243	67.21	67.29	0.08	41	0	0	0	0	0		m	935.0	1412.0	950.0	1353.0	984.0	1381.0	967.0	1423.0	918.0	1459.0	5	
AO	1	BORN	461.0	737.0	67.48	67.45	67.54	0.09	64	6	4	2	1	3			415.0	911.0	448.0	791.0	478.0	625.0	463.0	581.0	468.0	633.0	6	
IH	0	IN	482.0	1800.0	67.657	67.64	67.69	0.05	1	4	4	2	0	0			474.0	1791.0	474.0	1791.0	493.0	1803.0	499.0	1742.0	499.0	1742.0	5	
AO	1	YORK	532.0	1730.0	68.313	68.29	68.36	0.07	64	6	4	2	9	3			485.0	1867.0	503.0	1812.0	584.0	1561.0	633.0	1327.0	642.0	1279.0	5	
AY	1	MY	893.0	1342.0	70.903	70.87	70.939	0.069	41	0	0	0	2	0		s	447.0	807.0	640.0	918.0	872.0	1215.0	858.0	1449.0	815.0	1549.0	6	
AA	1	FATHER'S	877.0	1111.0	71.14	71.09	71.24	0.15	5	3	3	2	1	1			833.0	1081.0	873.0	1109.0	885.0	1151.0	881.0	1145.0	805.0	1142.0	5	
ER	0	FATHER'S	565.0	1584.0	71.313	71.29	71.359	0.069	94	3	4	2	3	0			598.0	1524.0	586.0	1554.0	533.0	1654.0	488.0	1767.0	476.0	1777.0	5	
AH	1	FROM	891.0	1747.0	71.619	71.579	71.7	0.121	6	4	1	2	8	0			966.0	1605.0	897.0	1689.0	969.0	1703.0	1024.0	2332.0	1035.0	3044.0	4	
AY	1	MY	857.0	1122.0	73.822	73.798	73.848	0.05	41	0	0	0	2	0		s	365.0	976.0	423.0	843.0	770.0	961.0	860.0	1236.0	853.0	1320.0	6	
AA	1	FATHER	836.0	1049.0	74.058	73.998	74.178	0.18	5	3	3	2	1	1			778.0	970.0	829.0	1042.0	834.0	1066.0	825.0	1065.0	812.0	1083.0	6	
ER	0	FATHER	635.0	1461.0	74.241	74.218	74.288	0.07	94	0	0	0	3	0			645.0	1391.0	643.0	1422.0	599.0	1503.0	538.0	1426.0	525.0	1383.0	5	
UW	1	MOVED	469.0	1697.0	74.408	74.368	74.488	0.12	72	3	2	2	2	3			427.0	1435.0	469.0	1678.0	475.0	1722.0	474.0	1679.0	434.0	1645.0	5	
IY	1	HERE	442.0	2261.0	74.635	74.608	74.688	0.08	14	6	4	2	0	0			397.0	2328.0	438.0	2296.0	438.0	2164.0	452.0	1994.0	461.0	1927.0	6	
EH	1	YES	708.0	1795.0	74.915	74.848	75.048	0.2	2	3	4	1	9	0			583.0	2122.0	699.0	1819.0	764.0	1606.0	737.0	1490.0	585.0	1421.0	5	
AY	1	MY	827.0	1166.0	75.842	75.823	75.873	0.05	41	0	0	0	2	0		s	516.0	1128.0	552.0	1021.0	793.0	1097.0	841.0	1293.0	856.0	1363.0	6	
AH	1	MOTHER	728.0	1362.0	76.01	75.973	76.083	0.11	6	3	3	2	2	1			535.0	1259.0	712.0	1360.0	754.0	1355.0	758.0	1365.0	720.0	1398.0	5	
ER	0	MOTHER	592.0	1547.0	76.18	76.143	76.253	0.11	94	0	0	0	3	0			615.0	1529.0	604.0	1555.0	548.0	1540.0	524.0	1553.0	475.0	1574.0	5	
EH	1	WELL	843.0	1573.0	82.45	82.403	82.543	0.14	2	5	4	2	9	0			717.0	1059.0	837.0	1530.0	870.0	1618.0	895.0	1578.0	905.0	1321.0	6	
AH	1	UM	901.0	1488.0	82.966	82.853	83.193	0.34	6	4	1	2	0	0			887.0	1514.0	901.0	1489.0	869.0	1447.0	819.0	1396.0	764.0	1348.0	5	
AY	1	MY	875.0	1491.0	84.5	84.398	84.738	0.34	41	0	0	0	2	0			730.0	1174.0	844.0	1348.0	839.0	1689.0	678.0	2109.0	534.0	2385.0	6	
AH	1	UH	765.0	1613.0	84.791	84.738	84.898	0.16	6	0	0	0	0	0			723.0	1811.0	765.0	1631.0	787.0	1583.0	776.0	1554.0	637.0	1555.0	5	
AE	1	GRANDMOTHER	657.0	2056.0	85.138	85.078	85.258	0.18	3	4	4	2	8	5			705.0	1817.0	666.0	2035.0	652.0	2115.0	677.0	2028.0	697.0	1843.0	5	
AH	2	GRANDMOTHER	721.0	1339.0	85.421	85.388	85.488	0.1	6	3	3	2	2	1			636.0	1205.0	712.0	1313.0	729.0	1391.0	693.0	1400.0	640.0	1393.0	5	
ER	0	GRANDMOTHER	550.0	1510.0	85.621	85.548	85.768	0.22	94	0	0	0	3	0			563.0	1604.0	553.0	1516.0	507.0	1423.0	505.0	1382.0	496.0	1370.0	6	
AA	1	WAS	729.0	1125.0	86.748	86.675	86.895	0.22	5	3	4	2	9	0			590.0	860.0	724.0	1105.0	726.0	1283.0	725.0	1466.0	567.0	1572.0	5	
AH	1	UH	809.0	1453.0	87.118	87.025	87.305	0.28	6	0	0	0	0	0			667.0	1495.0	802.0	1457.0	852.0	1433.0	808.0	1404.0	727.0	1388.0	5	
IH	1	ILL	451.0	2484.0	87.638	87.575	87.765	0.19	1	5	4	2	0	0			396.0	2467.0	449.0	2492.0	475.0	2341.0	546.0	2037.0	662.0	1682.0	5	
AY	1	MY	916.0	1419.0	88.573	88.545	88.615	0.07	41	0	0	0	2	0		s	400.0	1144.0	569.0	1107.0	898.0	1332.0	891.0	1532.0	833.0	1584.0	5	
AH	1	MOTHER'S	767.0	1288.0	88.732	88.705	88.785	0.08	6	3	3	2	2	1			604.0	1227.0	716.0	1263.0	780.0	1296.0	758.0	1311.0	737.0	1317.0	5	
ER	0	MOTHER'S	554.0	1600.0	88.862	88.835	88.915	0.08	94	3	4	2	3	0			575.0	1557.0	564.0	1588.0	531.0	1646.0	495.0	1749.0	486.0	1777.0	5	
AH	1	MOTHER	814.0	1315.0	89.098	89.065	89.165	0.1	6	3	3	2	2	1			715.0	1164.0	800.0	1273.0	841.0	1418.0	824.0	1457.0	784.0	1442.0	5	
ER	0	MOTHER	658.0	1758.0	89.262	89.235	89.315	0.08	94	0	0	0	3	0			661.0	1685.0	669.0	1740.0	638.0	1722.0	628.0	1676.0	620.0	1669.0	5	
AE	1	AND	558.0	2369.0	90.239	90.142	90.432	0.29	3	4	4	2	0	3			533.0	2530.0	551.0	2379.0	662.0	2178.0	756.0	1974.0	800.0	1782.0	5	
ER	1	HER	482.0	1179.0	90.612	90.572	90.692	0.12	94	0	0	0	0	0			367.0	1517.0	474.0	1186.0	485.0	1257.0	472.0	1300.0	452.0	1439.0	6	
IH	1	SISTER	502.0	1654.0	91.005	90.982	91.052	0.07	1	3	4	1	3	4			620.0	1819.0	486.0	1680.0	509.0	1619.0	515.0	1586.0	517.0	1585.0	5	
ER	0	SISTER	592.0	1310.0	91.345	91.272	91.492	0.22	94	0	0	0	3	0			557.0	1531.0	592.0	1321.0	556.0	1289.0	552.0	1311.0	523.0	1301.0	6	
UH	1	WOULD	509.0	1238.0	93.173	93.15	93.22	0.07	7	1	4	2	9	0			490.0	1048.0	500.0	1125.0	506.0	1436.0	465.0	1615.0	450.0	1645.0	6	
IY	0	BE	368.0	2444.0	93.343	93.32	93.39	0.07	12	0	0	0	1	0			380.0	2361.0	375.0	2402.0	356.0	2484.0	342.0	2379.0	344.0	2275.0	6	
AY	1	MY	904.0	1735.0	93.509	93.47	93.55	0.08	41	0	0	0	2	0		s	387.0	1139.0	675.0	1276.0	882.0	1595.0	883.0	1877.0	825.0	2032.0	5	
AE	1	AUNT	503.0	2861.0	93.673	93.55	93.92	0.37	3	4	4	2	0	3			618.0	2615.0	506.0	2857.0	472.0	2843.0	729.0	1488.0	859.0	1639.0	6	
IY	1	SHE	403.0	2360.0	94.353	94.33	94.4	0.07	12	0	0	0	5	0			408.0	2335.0	406.0	2345.0	402.0	2345.0	401.0	2212.0	400.0	2108.0	6	
AH	1	WAS	581.0	1334.0	94.497	94.46	94.57	0.11	6	3	4	2	9	0			504.0	1123.0	561.0	1283.0	610.0	1463.0	589.0	1575.0	538.0	1513.0	6	
AH	1	UH	719.0	1460.0	94.687	94.64	94.78	0.14	6	0	0	0	0	0			574.0	1473.0	706.0	1456.0	735.0	1466.0	728.0	1489.0	662.0	1575.0	5	
EH	1	CARE	499.0	2241.0	94.947	94.93	94.98	0.05	2	6	4	2	6	0			466.0	2272.0	466.0	2272.0	514.0	2165.0	521.0	2003.0	521.0	2003.0	5	
EY	1	TAKING	718.0	2300.0	95.192	95.18	95.29	0.11	21	1	6	1	3	1			718.0	2300.0	595.0	2189.0	570.0	2295.0	524.0	2371.0	462.0	2474.0	6	
IH	0	TAKING	480.0	2636.0	95.413	95.39	95.46	0.07	1	4	6	2	6	0			451.0	2595.0	459.0	2616.0	496.0	2634.0	495.0	2647.0	500.0	2654.0	5	
OW	1	SO	621.0	1573.0	96.288	96.275	96.325	0.05	63	0	0	0	3	0			622.0	1573.0	622.0	1573.0	643.0	1443.0	631.0	1234.0	631.0	1234.0	6	
AY	1	MY	868.0	1269.0	96.395	96.355	96.435	0.08	41	0	0	0	2	0		s	592.0	925.0	661.0	930.0	802.0	1099.0	894.0	1405.0	872.0	1515.0	6	
AH	1	MOTHER	815.0	1412.0	96.562	96.535	96.615	0.08	6	3	3	2	2	1			711.0	1302.0	788.0	1369.0	825.0	1461.0	790.0	1501.0	763.0	1509.0	5	
ER	0	MOTHER	557.0	1743.0	96.685	96.655	96.745	0.09	94	0	0	0	3	0			568.0	1696.0	564.0	1733.0	526.0	1756.0	487.0	1793.0	454.0	1845.0	5	
EY	1	CAME	573.0	2418.0	96.898	96.875	97.015	0.14	21	4	1	2	6	0			529.0	2382.0	549.0	2461.0	511.0	2557.0	494.0	2626.0	489.0	2291.0	6	
IY	1	HERE	444.0	2498.0	97.192	97.145	97.285	0.14	14	6	4	2	0	0			403.0	2595.0	448.0	2515.0	471.0	2414.0	493.0	2259.0	522.0	2047.0	6	
AE	1	THAT	764.0	1762.0	98.352	98.299	98.459	0.16	3	1	4	1	3	0			608.0	1637.0	747.0	1753.0	848.0	1764.0	872.0	1694.0	866.0	1589.0	5	
IY	1	REASON	411.0	2482.0	98.686	98.619	98.819	0.2	11	3	4	2	7	1			442.0	2066.0	413.0	2457.0	401.0	2007.0	405.0	2455.0	381.0	2213.0	6	
AH	0	REASON	637.0	1608.0	98.989	98.919	99.129	0.21	*	4	4	2	3	0			519.0	1613.0	633.0	1599.0	667.0	1635.0	684.0	1656.0	623.0	1677.0	5	
AE	1	AND	712.0	2147.0	100.123	100.1	100.17	0.07	3	4	4	2	0	3			733.0	2179.0	715.0	2169.0	728.0	2110.0	750.0	2053.0	743.0	2026.0	6	
EY	1	THEY	539.0	2098.0	100.277	100.25	100.33	0.08	22	0	0	0	3	0			520.0	1972.0	534.0	2041.0	527.0	2193.0	477.0	2308.0	453.0	2322.0	5	
IH	0	JUST	516.0	1980.0	100.413	100.39	100.46	0.07	1	3	4	1	5	3			487.0	2049.0	499.0	2019.0	556.0	1914.0	577.0	1844.0	558.0	1833.0	6	
EY	1	STAYED	640.0	2093.0	100.779	100.71	100.9	0.19	21	1	4	2	3	0			593.0	2031.0	628.0	1846.0	628.0	2083.0	610.0	2150.0	568.0	2209.0	6	
AE	1	YEAH	840.0	1699.0	105.65	105.564	105.823	0.259	3	0	0	0	9	0			672.0	1970.0	833.0	1713.0	904.0	1524.0	873.0	1384.0	729.0	1240.0	5	
EY	1	THEY	611.0	1761.0	105.914	105.894	105.984	0.09	22	0	0	0	3	0			607.0	1664.0	608.0	1814.0	594.0	2051.0	606.0	2006.0	621.0	1864.0	5	
AY	1	LIKE	919.0	1444.0	106.105	106.043	106.194	0.151	47	1	6	1	7	0			743.0	1059.0	843.0	1119.0	919.0	1457.0	803.0	1828.0	505.0	2206.0	5	
EY	1	THEY	499.0	2052.0	106.411	106.394	106.504	0.11	22	0	0	0	3	0			496.0	2019.0	488.0	2164.0	460.0	2297.0	447.0	2250.0	444.0	2013.0	5	
IH	1	REALLY	567.0	1606.0	106.584	106.564	106.624	0.06	1	5	4	2	7	1			547.0	1626.0	550.0	1624.0	598.0	1538.0	648.0	1347.0	650.0	1336.0	5	
AY	1	LIKE	821.0	1460.0	106.836	106.803	106.903	0.1	47	1	6	1	7	0			611.0	1231.0	785.0	1298.0	817.0	1504.0	736.0	1754.0	554.0	2005.0	5	
IH	0	THIS	547.0	1631.0	107.051	107.034	107.084	0.05	1	3	4	1	3	0			541.0	1644.0	541.0	1644.0	544.0	1619.0	520.0	1610.0	520.0	1610.0	5	
AW	1	TOWN	1130.0	2159.0	107.28	107.273	107.474	0.201	42	4	4	2	3	0			530.0	1779.0	791.0	1800.0	790.0	1612.0	862.0	1398.0	876.0	1196.0	5	
IY	1	SHE	392.0	2354.0	108.771	108.744	108.824	0.08	12	0	0	0	5	0			665.0	2452.0	388.0	2336.0	406.0	2391.0	435.0	2267.0	439.0	2098.0	5	
AH	1	WAS	579.0	1217.0	108.917	108.884	108.984	0.1	6	3	4	2	9	0			545.0	1053.0	574.0	1165.0	582.0	1344.0	571.0	1496.0	538.0	1566.0	5	
AH	1	FROM	897.0	1295.0	109.314	109.244	109.454	0.21	6	4	1	2	8	0			834.0	1235.0	899.0	1298.0	899.0	1256.0	886.0	1211.0	810.0	1063.0	5	
AH	1	KENTUCKY	797.0	1565.0	110.233	110.19	110.32	0.13	6	1	6	1	3	1			203.0	1829.0	686.0	1601.0	899.0	1545.0	906.0	1602.0	786.0	1662.0	5	
IY	0	KENTUCKY	409.0	2794.0	110.523	110.46	110.65	0.19	12	0	0	0	6	0			404.0	2759.0	407.0	2787.0	406.0	2831.0	390.0	2858.0	390.0	2843.0	4	
IY	1	HE	403.0	2742.0	112.643	112.6	112.73	0.13	12	0	0	0	0	0			1059.0	3033.0	401.0	2741.0	408.0	2732.0	407.0	2720.0	422.0	2604.0	4	
AH	1	WAS	616.0	1087.0	112.853	112.82	112.92	0.1	6	3	4	2	9	0			555.0	940.0	604.0	1050.0	633.0	1228.0	607.0	1401.0	570.0	1462.0	5	
AH	0	BROOKLYN	729.0	1298.0	113.733	113.69	113.82	0.13	*	4	4	2	8	0			652.0	1056.0	718.0	1264.0	749.0	1404.0	702.0	1518.0	593.0	1574.0	6	
AE	1	AND	712.0	2066.0	115.831	115.774	115.944	0.17	3	4	4	2	0	3			682.0	2109.0	706.0	2067.0	732.0	2037.0	737.0	1979.0	743.0	1873.0	5	
AH	1	UH	798.0	1637.0	116.127	116.034	116.314	0.28	6	0	0	0	0	0			597.0	1730.0	791.0	1637.0	836.0	1598.0	833.0	1531.0	871.0	1486.0	5	
OW	1	YKNOW	694.0	1781.0	117.563	117.541	117.631	0.09	63	0	0	0	4	0			632.0	1796.0	706.0	1776.0	793.0	1674.0	839.0	1530.0	874.0	1470.0	5	
AY	1	I	918.0	1489.0	117.653	117.631	117.711	0.08	41	0	0	0	0	0			873.0	1472.0	905.0	1434.0	913.0	1517.0	766.0	1748.0	549.0	1999.0	5	
ER	1	WORKED	662.0	1238.0	118.101	118.071	118.161	0.09	94	1	6	1	9	3			737.0	1222.0	673.0	1240.0	654.0	1294.0	628.0	1375.0	570.0	1414.0	4	
ER	0	FOR	493.0	1575.0	118.391	118.371	118.431	0.06	94	0	0	0	1	0			824.0	1666.0	818.0	1658.0	534.0	1544.0	533.0	1555.0	532.0	1556.0	6	
EH	1	THEM	736.0	1749.0	118.534	118.481	118.641	0.16	2	4	1	2	3	0			563.0	1609.0	727.0	1741.0	761.0	1737.0	810.0	1612.0	825.0	1325.0	5	
AH	1	UH	575.0	1490.0	121.183	121.086	121.376	0.29	6	0	0	0	0	0			545.0	1541.0	580.0	1486.0	480.0	1468.0	658.0	1499.0	683.0	1504.0	5	
AY	1	RIGHT	780.0	1648.0	122.177	122.12	122.31	0.19	47	1	4	1	7	0			682.0	1376.0	770.0	1592.0	756.0	1777.0	665.0	1971.0	571.0	2105.0	6	
AA	1	NOT	726.0	1583.0	129.913	129.883	129.973	0.09	5	1	4	1	4	0			618.0	1659.0	697.0	1613.0	777.0	1515.0	795.0	1461.0	745.0	1429.0	5	
AH	0	THE	692.0	1579.0	130.166	130.093	130.313	0.22	*	0	0	0	3	0			627.0	1572.0	691.0	1582.0	687.0	1544.0	672.0	1500.0	469.0	1552.0	5	
OW	1	YKNOW	710.0	1698.0	131.983	131.933	132.133	0.2	63	0	0	0	4	0			615.0	1805.0	738.0	1620.0	757.0	1375.0	759.0	1124.0	720.0	1008.0	5	
EH	1	WENT	661.0	1183.0	132.823	132.803	132.863	0.06	2	4	4	2	9	3			624.0	1063.0	624.0	1063.0	731.0	1344.0	816.0	1524.0	822.0	1531.0	6	
AA	1	ON	821.0	1135.0	132.98	132.923	133.093	0.17	5	4	4	2	0	0			824.0	1201.0	813.0	1135.0	845.0	1134.0	887.0	1143.0	886.0	1271.0	5	
